"Program_Title","Institution","Level","City","Link","Field","Language","Country","ECTS","Department","Duration","Tuition","Contact_Email","Form","Institution_URL","Credits_Percent","ECTS_Foreign","Cost_per_ECTS","Subjects_Foreign","Linguistic_Requirements"
"Security Policy and Diplomacy","Mykolas Romeris University","Master",NA,"https://studyin.lt/programs/international-politicy-studies/",NA,"English","Lithuania",NA,NA,"1.5","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Logistics Management","Mykolas Romeris University","Master",NA,"https://studyin.lt/programs/logistics-management/",NA,"English","Lithuania",NA,NA,"1.5","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Performing Arts","Vytautas Magnus University","Master",NA,"https://studyin.lt/programs/performing-arts/",NA,"English","Lithuania",NA,NA,"2","9887",NA,NA,NA,NA,NA,NA,NA,NA
"Future Media and Journalism","Vytautas Magnus University","Master",NA,"https://studyin.lt/programs/future-media-and-journalism/",NA,"English","Lithuania",NA,NA,"1.5","4384",NA,NA,NA,NA,NA,NA,NA,NA
"Sociolinguistics and Multilingualism","Vytautas Magnus University","Master",NA,"https://studyin.lt/programs/sociolinguistics-and-multilingualism/",NA,"English","Lithuania",NA,NA,"2","250",NA,NA,NA,NA,NA,NA,NA,NA
"Marketing and International Commerce","Vytautas Magnus University","Master",NA,"https://studyin.lt/programs/marketing-and-international-commerce/",NA,"English","Lithuania",NA,NA,"2","4384",NA,NA,NA,NA,NA,NA,NA,NA
"Exercise, Nutrition and Stress Management","Lithuanian Sports University","Bachelor",NA,"https://studyin.lt/programs/physical-activity-and-lifestyle/",NA,"English","Lithuania","180",NA,"4","4000",NA,NA,NA,NA,NA,NA,NA,NA
"BSc Sports and Tourism Management","Lithuanian Sports University","Bachelor",NA,"https://studyin.lt/programs/sports-and-tourism-management/",NA,"English","Lithuania","180",NA,"3","3100",NA,NA,NA,NA,NA,NA,NA,NA
"PhD Biology","Lithuanian Sports University","PhD",NA,"https://studyin.lt/programs/phd-biology-physiology/",NA,"English","Lithuania",NA,NA,"4","5075",NA,NA,NA,NA,NA,NA,NA,NA
"BSc Sports Coaching","Lithuanian Sports University","Bachelor",NA,"https://studyin.lt/programs/sports-coaching/",NA,"English","Lithuania","180",NA,"4","5400",NA,NA,NA,NA,NA,NA,NA,NA
"BSc Physiotherapy","Lithuanian Sports University","Bachelor",NA,"https://studyin.lt/programs/physiotherapy-4/",NA,"English","Lithuania","180",NA,"4","2990",NA,NA,NA,NA,NA,NA,NA,NA
"PhD Social Sciences: Education","Lithuanian Sports University","PhD",NA,"https://studyin.lt/programs/social-sciences-education/",NA,"English","Lithuania",NA,NA,"4","5790",NA,NA,NA,NA,NA,NA,NA,NA
"International Master in Performance Analysis of Sport","Lithuanian Sports University","Master",NA,"https://studyin.lt/programs/international-master-in-performance-analysis-of-sport/",NA,"English","Lithuania",NA,NA,"2","1976",NA,NA,NA,NA,NA,NA,NA,NA
"International MSc Basketball Coaching and Management","Lithuanian Sports University","Master",NA,"https://studyin.lt/programs/international-basketball-coaching-and-management/",NA,"English","Lithuania",NA,NA,"2","2000",NA,NA,NA,NA,NA,NA,NA,NA
"MSc Sports Physiology","Lithuanian Sports University","Master",NA,"https://studyin.lt/programs/sports-physiology-and-genetics/",NA,"English","Lithuania",NA,NA,"2","1976",NA,NA,NA,NA,NA,NA,NA,NA
"MSc Physiotherapy","Lithuanian Sports University","Master",NA,"https://studyin.lt/programs/physiotherapy-2/",NA,"English","Lithuania",NA,NA,"2","1976",NA,NA,NA,NA,NA,NA,NA,NA
"MSc Physical Activity and Public Health","Lithuanian Sports University","Master",NA,"https://studyin.lt/programs/physical-activity-and-public-health/",NA,"English","Lithuania",NA,NA,"2","1976",NA,NA,NA,NA,NA,NA,NA,NA
"Social Anthropology","Vytautas Magnus University","Master",NA,"https://studyin.lt/programs/social-anthropology/",NA,"English","Lithuania",NA,NA,"2","4384",NA,NA,NA,NA,NA,NA,NA,NA
"Applied Informatics","Vytautas Magnus University","Master",NA,"https://studyin.lt/programs/applied-informatics/",NA,"English","Lithuania",NA,NA,"2","5266",NA,NA,NA,NA,NA,NA,NA,NA
"Molecular Biology and Biotechnology","Vytautas Magnus University","Master",NA,"https://studyin.lt/programs/molecular-biology-and-biotechnology/",NA,"English","Lithuania",NA,NA,"2","5266",NA,NA,NA,NA,NA,NA,NA,NA
"Diplomacy and International Relations","Vytautas Magnus University","Master",NA,"https://studyin.lt/programs/diplomacy-and-international-relations/",NA,"English","Lithuania",NA,NA,"2","4384",NA,NA,NA,NA,NA,NA,NA,NA
"Sociology and Anthropology: specialization Society, Culture and Communication","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/society-culture-and-communication/",NA,"English","Lithuania","180",NA,"4","2954",NA,NA,NA,NA,NA,NA,NA,NA
"Political Studies: World Politics and Economy","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/world-politics-and-economy/",NA,"English","Lithuania","180",NA,"4","2954",NA,NA,NA,NA,NA,NA,NA,NA
"Political studies: International Politics and Development Studies","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/international-politics-and-development-studies/",NA,"English","Lithuania","180",NA,"4","2954",NA,NA,NA,NA,NA,NA,NA,NA
"Environmental Science and Protection","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/environmental-science/",NA,"English","Lithuania","180",NA,"4","3836",NA,NA,NA,NA,NA,NA,NA,NA
"Biotechnology","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/biotechnology/",NA,"English","Lithuania","180",NA,"4","3836",NA,NA,NA,NA,NA,NA,NA,NA
"Biology and Genetics","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/biology-and-genetics/",NA,"English","Lithuania","180",NA,"4","3836",NA,NA,NA,NA,NA,NA,NA,NA
"Informatics Systems","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/informatics-systems/",NA,"English","Lithuania","180",NA,"4","3836",NA,NA,NA,NA,NA,NA,NA,NA
"English Philology","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/english-philology/",NA,"English","Lithuania","180",NA,"4","3836",NA,NA,NA,NA,NA,NA,NA,NA
"Business Administration","Vytautas Magnus University","Bachelor",NA,"https://studyin.lt/programs/business-administration/",NA,"English","Lithuania","180",NA,"4","2954",NA,NA,NA,NA,NA,NA,NA,NA
"General Practice Nursing","Šiaulių valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/general-practice-nursing-3/",NA,"English","Lithuania","180",NA,"3.5","3300",NA,NA,NA,NA,NA,NA,NA,NA
"Information Systems Technology","Šiaulių valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/information-systems-technology/",NA,"English","Lithuania","180",NA,"3","3300",NA,NA,NA,NA,NA,NA,NA,NA
"Education","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/education/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Economics","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/economics-2/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Management","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/management/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Political Sciences","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/political-sciences/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Measurement Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/measurement-engineering/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"History and Theory of Arts","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/history-and-theory-of-arts/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Mechanical Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/mechanical-engineering-6/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Materials Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/materials-engineering/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Informatics Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/informatics-engineering-2/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Energetics and Power Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/energetics-and-power-engineering/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Chemical Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/chemical-engineering-2/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Environmental Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/environmental-engineering-2/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Transport Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/transport-engineering/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Civil Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/civil-engineering-3/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Electrical and Electronic Engineering","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/electrical-and-electronic-engineering/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Informatics","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/informatics-5/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Chemistry","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/chemistry/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Physics","Kaunas University of Technology","PhD",NA,"https://studyin.lt/programs/physics/",NA,"English","Lithuania",NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA
"Automotive Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/automotive-engineering-2/",NA,"English","Lithuania",NA,NA,"2","5266",NA,NA,NA,NA,NA,NA,NA,NA
"Computer Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/computer-engineering-2/",NA,"English","Lithuania",NA,NA,"2","5266",NA,NA,NA,NA,NA,NA,NA,NA
"Aerospace Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/aviation-mechanics-engineering/",NA,"English","Lithuania",NA,NA,"2","5266",NA,NA,NA,NA,NA,NA,NA,NA
"Mechanical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/mechanical-engineering-5/",NA,"English","Lithuania",NA,NA,"2","5266",NA,NA,NA,NA,NA,NA,NA,NA
"Global Economics","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/economics-engineering-3/",NA,"English","Lithuania",NA,NA,"1.5","4384",NA,NA,NA,NA,NA,NA,NA,NA
"Information and Information Technologies Security","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/information-and-information-technologies-security/",NA,"English","Lithuania",NA,NA,"2","5266",NA,NA,NA,NA,NA,NA,NA,NA
"Financial Engineering (FinTech)","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/financial-engineering-2/",NA,"English","Lithuania",NA,NA,"1.5","4384",NA,NA,NA,NA,NA,NA,NA,NA
"Structural Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/structural-engineering/",NA,"English","Lithuania",NA,NA,"2","5266",NA,NA,NA,NA,NA,NA,NA,NA
"Mechatronics Systems","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/mechatronics-systems/",NA,"English","Lithuania",NA,NA,"2","5157",NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Engineering and Innovation Management","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/industrial-engineering-and-innovation-management/",NA,"English","Lithuania",NA,NA,"2","5157",NA,NA,NA,NA,NA,NA,NA,NA
"Business Management","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/business-management-3/",NA,"English","Lithuania",NA,NA,"1.5","4295",NA,NA,NA,NA,NA,NA,NA,NA
"Environmental Engineering and Management","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/environmental-engineering-and-management/",NA,"English","Lithuania",NA,NA,"2","5157",NA,NA,NA,NA,NA,NA,NA,NA
"Applied Artificial Intelligence","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/digital-manufacturing/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
"Creative Industries","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/creative-industries/",NA,"English","Lithuania","180",NA,"4","2865",NA,NA,NA,NA,NA,NA,NA,NA
"Financial Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/financial-engineering/",NA,"English","Lithuania","180",NA,"4","2865",NA,NA,NA,NA,NA,NA,NA,NA
"Mechatronics and Robotics","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/mechatronics-and-robotics/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
"Economics Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/economics-engineering-2/",NA,"English","Lithuania","180",NA,"4","2865",NA,NA,NA,NA,NA,NA,NA,NA
"Mechanical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/mechanical-engineering-4/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
"Information Technologies","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/information-technologies/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
"Computer Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/computer-engineering/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
"Information Systems Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/information-systems-engineering/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
"Sustainable Management and Production","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/sustainable-management-and-production/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Public Policy and Security","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/public-policy-and-security/",NA,"English","Lithuania",NA,NA,"1.5","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Medical Physics","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/medical-physics/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Mechatronics","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/mechatronics-2/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Food Science and Nutrition","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/food-science-and-nutrition/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Environmental Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/environmental-engineering/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Electrical Power Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/electrical-power-engineering/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Chemical Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/chemical-engineering/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Biomedical Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/biomedical-engineering-2/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Aeronautical Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/aeronautical-engineering/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"International Business","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/international-business/",NA,"English","Lithuania",NA,NA,"2","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Accounting and Auditing","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/accounting-and-auditing/",NA,"English","Lithuania",NA,NA,"2","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Artificial Intelligence in Computer Science","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/artificial-intelligence-in-computer-science/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Translation and Post-editing of Technical Texts","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/translation-and-localization-of-technical-texts/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Structural and Building Products Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/structural-and-building-products-engineering/",NA,"English","Lithuania",NA,NA,"1.5","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Vehicle Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/vehicle-engineering-2/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Mechanical Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/mechanical-engineering-3/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Industrial Engineering and Management","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/industrial-engineering-and-management/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Electronics Engineering","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/electronics-engineering-2/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Control Technologies","Kaunas University of Technology","Master",NA,"https://studyin.lt/programs/control-technologies/",NA,"English","Lithuania",NA,NA,"2","5538",NA,NA,NA,NA,NA,NA,NA,NA
"Informatics","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/informatics-3/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Aviation Engineering","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/aviation-engineering/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Chemical Technology and Engineering","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/chemical-technology-and-engineering/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Electronics and Electrical Engineering","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/electronics-engineering/",NA,"English","Lithuania","180",NA,"3","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Materials Physics and Nanotechnologies","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/materials-physics-and-nanotechnologies/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Mechanical Engineering","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/mechanical-engineering-2/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Mechatronics","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/mechatronics/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"New Media Language","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/new-media-language/",NA,"English","Lithuania","180",NA,"4","3176",NA,NA,NA,NA,NA,NA,NA,NA
"Intelligent Robotics Systems","Kaunas University of Technology","Bachelor",NA,"https://studyin.lt/programs/robotics/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Informatics","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/informatics-2/",NA,"English","Lithuania","180",NA,"3","3200",NA,NA,NA,NA,NA,NA,NA,NA
"Tourism Business","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/tourism-administration/",NA,"English","Lithuania","180",NA,"3","2600",NA,NA,NA,NA,NA,NA,NA,NA
"Finance","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/finance-2/",NA,"English","Lithuania","180",NA,"3","2600",NA,NA,NA,NA,NA,NA,NA,NA
"Dental Hygiene","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/dental-hygiene/",NA,"English","Lithuania","180",NA,"3","3005",NA,NA,NA,NA,NA,NA,NA,NA
"General Practice Nursing","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor",NA,"https://studyin.lt/programs/general-practice-nursing-2/",NA,"English","Lithuania","180",NA,"3.5","3300",NA,NA,NA,NA,NA,NA,NA,NA
"Financial Economics","ISM University of Management and Economics","Master",NA,"https://studyin.lt/programs/financial-economics/",NA,"English","Lithuania",NA,NA,"2","3225",NA,NA,NA,NA,NA,NA,NA,NA
"International Marketing and Management","ISM University of Management and Economics","Master",NA,"https://studyin.lt/programs/international-marketing-and-management/",NA,"English","Lithuania",NA,NA,"2","3225",NA,NA,NA,NA,NA,NA,NA,NA
"Finance","ISM University of Management and Economics","Bachelor",NA,"https://studyin.lt/programs/finance/",NA,"English","Lithuania","180",NA,"3.5","3190",NA,NA,NA,NA,NA,NA,NA,NA
"International Business and Communication","ISM University of Management and Economics","Bachelor",NA,"https://studyin.lt/programs/international-business-and-communication/",NA,"English","Lithuania","180",NA,"3.5","3190",NA,NA,NA,NA,NA,NA,NA,NA
"International Law","Mykolas Romeris University","Master",NA,"https://studyin.lt/programs/international-law/",NA,"English","Lithuania",NA,NA,"1.5","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Civil Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/civil-engineering/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
"European Union Law and Governance (Double diploma programme)","Mykolas Romeris University","Master",NA,"https://studyin.lt/programs/european-union-law-and-governance/",NA,"English","Lithuania",NA,NA,"1.5","4606",NA,NA,NA,NA,NA,NA,NA,NA
"European and International Business Law (Joint study programme)","Mykolas Romeris University","Master",NA,"https://studyin.lt/programs/european-and-international-business-law/",NA,"English","Lithuania",NA,NA,"2","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Financial Management","Mykolas Romeris University","Master",NA,"https://studyin.lt/programs/financial-ma-management/",NA,"English","Lithuania",NA,NA,"1.5","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Business Administration, MBA","Mykolas Romeris University","Master",NA,"https://studyin.lt/programs/business-administration-mba/",NA,"English","Lithuania",NA,NA,"1","5500",NA,NA,NA,NA,NA,NA,NA,NA
"Electronic Business and Innovations","Mykolas Romeris University","Master",NA,"https://studyin.lt/programs/electronic-business-management/",NA,"English","Lithuania",NA,NA,"1.5","4606",NA,NA,NA,NA,NA,NA,NA,NA
"Communication and Digital Marketing","Mykolas Romeris University","Bachelor",NA,"https://studyin.lt/programs/communication-and-digital-marketing/",NA,"English","Lithuania","180",NA,"3","3176",NA,NA,NA,NA,NA,NA,NA,NA
"Psychology","Mykolas Romeris University","Bachelor",NA,"https://studyin.lt/programs/psychology/",NA,"English","Lithuania","180",NA,"3.5","4108",NA,NA,NA,NA,NA,NA,NA,NA
"English for Specific Purposes and the Second Foreign Language","Mykolas Romeris University","Bachelor",NA,"https://studyin.lt/programs/english-for-specific-purposes-and-the-second-foreign-language/",NA,"English","Lithuania","180",NA,"3.5","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Game Development and Digital Animation","Mykolas Romeris University","Bachelor",NA,"https://studyin.lt/programs/game-development-digital-animation/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"Business Management","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/business-management-2/",NA,"English","Lithuania","180",NA,"4","2865",NA,NA,NA,NA,NA,NA,NA,NA
"Architecture","Vilnius Gediminas Technical University (VILNIUS TECH)","Integrated Bachelor + Master",NA,"https://studyin.lt/programs/architecture/",NA,"English","Lithuania",NA,NA,"5","5065",NA,NA,NA,NA,NA,NA,NA,NA
"Biomedical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Master",NA,"https://studyin.lt/programs/biomedical-engineering/",NA,"English","Lithuania",NA,NA,"2","5157",NA,NA,NA,NA,NA,NA,NA,NA
"Health Psychology","Lithuanian University of Health Sciences","Bachelor",NA,"https://studyin.lt/programs/health-psychology/",NA,"English","Lithuania","180",NA,"4","4108",NA,NA,NA,NA,NA,NA,NA,NA
"English Language and Literature","LCC International University","Bachelor",NA,"https://studyin.lt/programs/english-language-and-literature/",NA,"English","Lithuania","180",NA,"4","4130",NA,NA,NA,NA,NA,NA,NA,NA
"Psychology","LCC International University","Bachelor",NA,"https://studyin.lt/programs/psychology-2/",NA,"English","Lithuania","180",NA,"4","4130",NA,NA,NA,NA,NA,NA,NA,NA
"Theology","LCC International University","Bachelor",NA,"https://studyin.lt/programs/evangelical-theology/",NA,"English","Lithuania","180",NA,"4","4130",NA,NA,NA,NA,NA,NA,NA,NA
"International Relations and Development","LCC International University","Bachelor",NA,"https://studyin.lt/programs/international-relations-and-development/",NA,"English","Lithuania","180",NA,"4","4130",NA,NA,NA,NA,NA,NA,NA,NA
"Applied Informatics and Programming","Lithuania Business University of Applied Sciences","Bachelor",NA,"https://studyin.lt/programs/applied-informatics-and-programming/",NA,"English","Lithuania","180",NA,"3","3000",NA,NA,NA,NA,NA,NA,NA,NA
"Tourism and Entertainment Business Industry","Lithuania Business University of Applied Sciences","Bachelor",NA,"https://studyin.lt/programs/tourism-and-entertainment-business-industry/",NA,"English","Lithuania","180",NA,"3","3000",NA,NA,NA,NA,NA,NA,NA,NA
"Sales and Logistics Management","Lithuania Business University of Applied Sciences","Bachelor",NA,"https://studyin.lt/programs/sales-and-logistics-management/",NA,"English","Lithuania","180",NA,"3","3000",NA,NA,NA,NA,NA,NA,NA,NA
"Smart Management","Lithuania Business University of Applied Sciences","Bachelor",NA,"https://studyin.lt/programs/smart-management/",NA,"English","Lithuania","180",NA,"3","3000",NA,NA,NA,NA,NA,NA,NA,NA
"Automotive Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor",NA,"https://studyin.lt/programs/automotive-engineering/",NA,"English","Lithuania","180",NA,"4","3727",NA,NA,NA,NA,NA,NA,NA,NA
