"Program_Title","Institution","Level","City","Link","Field","Language","Country","ECTS","Department","Duration","Tuition","Contact_Email","Form","Institution_URL","Credits_Percent","ECTS_Foreign","Cost_per_ECTS","Subjects_Foreign","Linguistic_Requirements"
"Advanced Master in Neurosurgery","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Neurology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Neurology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Neurology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in the Water-Energy-Food Nexus","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Public Notary Law","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Public Notary Law","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Public Notary Law","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Nutrition and Dietary Transition","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Medical Oncology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Medical Oncology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Medical Oncology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Ophthalmology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Ophthalmology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Ophthalmology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Orthodontics","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Orthodontics","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Orthodontics","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Osteopathy","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Otorhinolaryngology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Otorhinolaryngology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Otorhinolaryngology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Periodontics","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Periodontics","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in University and Higher Education Pedagogy","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in University and Higher Education Pedagogy","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in University and Higher Education Pedagogy","Université de Mons","Master",NA,"https://www.studyinbelgium.be/en/universite-de-mons",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Paediatrics","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Paediatrics","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Paediatrics","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Industrial Pharmacy","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Industrial Pharmacy","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Hospital Pharmacy","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Hospital Pharmacy","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Hospital Pharmacy","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Philosophy and Political Theories","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"Français, Anglais","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Pneumology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Pneumology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Pneumology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Integrated Production and Preservation of Natural Resources in Urban and Peri-Urban Environments","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Psychiatry","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Psychiatry: Adult Psychiatry","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Psychiatry: Adult Psychiatry","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Psychiatry: Child and Adolescent Psychiatry","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Psychiatry: Child and Adolescent Psychiatry","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Psychiatry: Child and Adolescent Psychiatry","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in X-Ray Diagnostics","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in X-Ray Diagnostics","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in X-Ray Diagnostics","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Radiotherapy - Oncology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Radiotherapy - Oncology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Radiotherapy - Oncology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Rheumatology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Rheumatology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Rheumatology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Public Health: Analysis and Evaluation of Policies, Programmes and International Health Systems","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Specialized master in data science, Big data","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"English","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Veterinary Sciences: Clinical Internship","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Sexology and Sexualities","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Sociology and Anthropology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Stomatology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Stomatology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Stomatology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Transport and Logistics","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Town and Country Planning","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"Français, Anglais","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Urology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Urology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Urology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Interdisciplinary Advanced Master in European Studies","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Interdisciplinary Advanced Master in European Studies","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advanced Master in Science and Management of the Environment and Sustainable Development","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"Français, Anglais","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Public administration","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Public administration","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"Français, Anglais","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Public administration","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"Français, Anglais","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Public administration","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Agroecology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Anthropology","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Anthropology","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Anthropology","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Architecture","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Architecture","Université de Mons","Master",NA,"https://www.studyinbelgium.be/en/universite-de-mons",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Architecture","Université catholique de Louvain","Master",NA,"https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Architecture","Université de Liège","Master",NA,"https://www.studyinbelgium.be/en/universite-de-liege",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Architecture","Université libre de Bruxelles","Master",NA,"https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Computer systems architecture","Haute Ecole Libre Mosane","Master",NA,"https://www.studyinbelgium.be/en/haute-ecole-libre-mosane",NA,"Français, Anglais","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Computer systems architecture","Haute École de Namur-Liège-Luxembourg","Master",NA,"https://www.studyinbelgium.be/en/haute-ecole-de-namur-liege-luxembourg",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Computer systems architecture","Haute Ecole de la Province de Liège","Master",NA,"https://www.studyinbelgium.be/en/haute-ecole-de-la-province-de-liege",NA,"Français, Anglais","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master in Transmedia storytelling","Haute Ecole Albert Jacquard","Master",NA,"https://www.studyinbelgium.be/en/haute-ecole-albert-jacquard",NA,"French","Belgium","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
