"Program_name","Institution","Level","Language","Link"
"POMOĆNIK KNjIGOVESCA","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „RADIVOJ POPOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-radivoj-popovic-sremska-mitrovica-pomocnik-knjigovesca"
"POMOĆNIK KNjIGOVESCA","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „1. NOVEMBAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-1.-novembar-cacak-pomocnik-knjigovesca"
"POMOĆNIK KNjIGOVESCA","OSNOVNA I SREDNjA ŠKOLA „ŽARKO ZRENjANIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/osnovna-i-srednja-skola-zarko-zrenjanin-subotica-pomocnik-knjigovesca"
"POMOĆNIK KNjIGOVESCA","SREDNjA ZANATSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-zanatska-skola-beograd-pomocnik-knjigovesca"
"POMOĆNIK KNjIGOVESCA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-uzice-pomocnik-knjigovesca"
"POMOĆNIK KNjIGOVESCA","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „MILAN PETROVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-milan-petrovic-novi-sad-pomocnik-knjigovesca"
"POMOĆNIK KNjIGOVEZAČKE DORADE","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „1. NOVEMBAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-1.-novembar-cacak-pomocnik-knjigovezacke-dorade"
"POMOĆNIK KNjIGOVEZAČKE DORADE","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „RADIVOJ POPOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-radivoj-popovic-sremska-mitrovica-pomocnik-knjigovezacke-dorade"
"POMOĆNI OBRAĐIVAČ LIMA","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „VESELIN NIKOLIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-veselin-nikolic-krusevac-pomocni-obradjivac-lima"
"PORT MANAGEMENT","Technical College of Maritime Academic Studies","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/college-of-maritime-academic-studies-master-port-management"
"POSLASTIČAR","EKONOMSKO-UGOSTITELjSKA ŠKOLA „VUK KARAdžIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-ugostitel%D1%98ska-skola-vuk-karadzic-velika-plana-poslasticar"
"POSLASTIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-smederevo-poslasticar"
"POSLASTIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA „PAJA MARGANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-paja-marganovic-pancevo-poslasticar"
"POSLASTIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-kula-poslasticar"
"POSLASTIČAR","EKONOMSKA ŠKOLA „VALjEVO”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-val%D1%98evo-val%D1%98evo-osecina-poslasticar"
"POSLASTIČAR","TRGOVINSKO-UGOSTITELjSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/trgovinsko-ugostitel%D1%98ska-skola-leskovac-poslasticar"
"POSLASTIČAR","EKONOMSKA ŠKOLA „STANA MILANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-sabac-poslasticar"
"POSLASTIČAR","EKONOMSKO-UGOSTITELjSKA ŠKOLA „SLOBODAN MINIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-ugostitel%D1%98ska-skola-slobodan-minic-arandjelovac-poslasticar"
"POSLASTIČAR","SREDNjA ŠKOLA „MILOJE VASIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-veliko-gradiste-poslasticar"
"POSLASTIČAR","SREDNjA EKONOMSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-ekonomska-skola-loznica-poslasticar"
"POSLASTIČAR","HEMIJSKO-TEHNOLOŠKA ŠKOLA","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/hemijsko-tehnoloska-skola-subotica-poslasticar"
"POSLASTIČAR","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sveti-sava-kladovo-poslasticar"
"POSLASTIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-becej-poslasticar"
"POSLASTIČAR","UGOSTITELjSKO-TURISTIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ugostitel%D1%98sko-turisticka-skola-nis-poslasticar"
"POSLASTIČAR","UGOSTITELjSKO-TURISTIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ugostitel%D1%98sko-turisticka-skola-beograd-poslasticar"
"POSLASTIČAR","SREDNjA ŠKOLA SVILAJNAC","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-svilajnac-poslasticar"
"POSLASTIČAR","TRGOVINSKO-UGOSTITELjSKA ŠKOLA „TOZA DRAGOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/trgovinsko-ugostitel%D1%98ska-skola-toza-dragovic-kragujevac-poslasticar"
"POSLASTIČAR","SREDNJA STRUČNA ŠKOLA ZA UGOSTITELJSTVO, TURIZAM I EKONOMIJU ""UTE""","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-strucna-skola-za-ugostiteljstvo-turizam-i-ekonomiju-ute-beograd-poslasticar"
"POSLASTIČAR","PREHRAMBENO-UGOSTITELjSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prehrambeno-ugostitel%D1%98ska-skola-cacak-poslasticar"
"POSLASTIČAR","SREDNjA ŠKOLA „DOSITEJ OBRADOVIć”","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-dositej-obradovic-novi-knezevac-poslasticar"
"POSLASTIČAR","SREDNjA ŠKOLA „SVETOZAR MILETIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-svetozar-miletic-novi-sad-poslasticar"
"POSLOVNI ADMINISTRATOR","PRAVNO-POSLOVNA ŠKOLA BEOGRAD","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/pravno-poslovna-skola-beograd-beograd-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKO-UGOSTITELjSKA ŠKOLA „SLOBODAN MINIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-ugostitel%D1%98ska-skola-slobodan-minic-arandjelovac-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","PRAVNO-BIROTEHNIČKA ŠKOLA „DIMITRIJE DAVIDOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/pravno-birotehnicka-skola-dimitrije-davidovic-zemun-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-smederevo-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKO-TRGOVINSKA ŠKOLA „VUK KARAdžIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-vuk-karadzic-stara-pazova-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-uzice-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKA ŠKOLA „9. MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-9.-maj-sremska-mitrovica-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKA ŠKOLA „VALjEVO”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-val%D1%98evo-val%D1%98evo-osecina-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","SREDNjA EKONOMSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-ekonomska-skola-loznica-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKA ŠKOLA „STANA MILANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-sabac-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-krusevac-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","SREDNjA ŠKOLA „SVETOZAR MILETIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-svetozar-miletic-novi-sad-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-trstenik-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-kral%D1%98evo-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-novi-pazar-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","SREDNjA STRUČNA ŠKOLA „RADIVOJ UVALIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-strucna-skola-radivoj-uvalic-backa-palanka-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","PRAVNO-POSLOVNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/pravno-poslovna-skola-nis-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKA ŠKOLA „ĐUKA DINIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-djuka-dinic-leskovac-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","SREDNjA EKONOMSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-ekonomska-skola-sombor-poslovni-administrator"
"POSLOVNI ADMINISTRATOR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-vranje-poslovni-administrator"
"POSTAL TRAFFIC AND LOGISTICS","Department School of Information and Communication Technologies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-and-art-applied-studies-belgrade-department-school-of-information-and-communication-technologies-bachelor-applied-postal-traffic-and-logistics"
"POSTAL TRAFFIC AND TELECOMMUNICATIONS","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-postal-traffic-and-telecommunications"
"POSTAL TRAFFIC AND TELECOMMUNICATIONS","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-postal-traffic-and-telecommunications"
"PRAVNO-POSLOVNI TEHNIČAR","SREDNjA STRUČNA ŠKOLA „BRANKO RADIČEVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-strucna-skola-branko-radicevic-ruma-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA „VUK KARAdžIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-vuk-karadzic-stara-pazova-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","SREDNjA EKONOMSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-ekonomska-skola-loznica-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKA ŠKOLA „ĐUKA DINIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-djuka-dinic-leskovac-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-novi-pazar-pravno-poslovni-tehnicar2"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA „JOVAN TRAJKOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-jovan-trajkovic-zrenjanin-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-novi-pazar-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","SREDNjA ŠKOLA MALI ZVORNIK","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-mali-zvornik-mali-zvornik-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-vranje-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","POSAVOTAMNAVSKA SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/posavotamnavska-srednja-skola-vladimirci-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA „SLAVKA ĐURĐEVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-slavka-djurdjevic-jagodina-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA „PAJA MARGANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-paja-marganovic-pancevo-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","ŠKOLA ZA UČENIKE OŠTEćENOG VIDA „VELjKO RAMADANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-ucenike-ostecenog-vida-vel%D1%98ko-ramadanovic-zemun-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","PRAVNO-BIROTEHNIČKA ŠKOLA „DIMITRIJE DAVIDOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/pravno-birotehnicka-skola-dimitrije-davidovic-zemun-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKA ŠKOLA „STANA MILANOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-sabac-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","PRAVNO-POSLOVNA ŠKOLA BEOGRAD","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/pravno-poslovna-skola-beograd-beograd-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","SREDNjA ŠKOLA MLADOST","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-mladost-petrovac-na-mlavi-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","PRAVNO-POSLOVNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/pravno-poslovna-skola-nis-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomska-skola-kragujevac-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-bor-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-krusevac-pravno-poslovni-tehnicar"
"PRAVNO-POSLOVNI TEHNIČAR","EKONOMSKO-TRGOVINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/ekonomsko-trgovinska-skola-zajecar-pravno-poslovni-tehnicar"
"PRECISION AGRICULTURE","Faculty of Agriculture","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-agriculture-master-precision-agriculture"
"PREHRAMBENI TEHNIČAR","TEHNIČKA ŠKOLA „23. MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-23.-maj-pancevo-prehrambeni-tehnicar"
"PREHRAMBENI TEHNIČAR","TEHNIČKA ŠKOLA „PAVLE SAVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-pavle-savic-novi-sad-prehrambeni-tehnicar"
"PREHRAMBENI TEHNIČAR","SREDNjA POLjOPRIVREDNA ŠKOLA SA DOMOM UČENIKA ŠABAC","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-pol%D1%98oprivredna-skola-sa-domom-ucenika--sabac-sabac-prehrambeni-tehnicar"
"PREHRAMBENI TEHNIČAR","HEMIJSKO-TEHNOLOŠKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/hemijsko-tehnoloska-skola-subotica-prehrambeni-tehnicar"
"PREHRAMBENI TEHNIČAR","HEMIJSKO-TEHNOLOŠKA ŠKOLA","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/hemijsko-tehnoloska-skola-subotica-prehrambeni-tehnicar2"
"PREHRAMBENI TEHNIČAR","TEHNIČKO-POLjOPRIVREDNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicko-pol%D1%98oprivredna-skola-sjenica-prehrambeni-tehnicar"
"PREHRAMBENI TEHNIČAR","POLjOPRIVREDNA ŠKOLA SA DOMOM UČENIKA VALjEVO","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/pol%D1%98oprivredna-skola-sa-domom-ucenika-val%D1%98evo-val%D1%98evo-prehrambeni-tehnicar"
"PREHRAMBENI TEHNIČAR","PREHRAMBENO-ŠUMARSKA I HEMIJSKA ŠKOLA","Artistic secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prehrambeno-sumarska-i-hemijska-skola-sremska-mitrovica-prehrambeni-tehnicar"
"PREHRAMBENI TEHNIČAR","MLEKARSKA ŠKOLA SA DOMOM UČENIKA „DR OBREN PEJIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/mlekarska-skola-sa-domom-ucenika-dr.-obren-pejic-pirot-prehrambeni-tehnicar"
"PREHRAMBENI TEHNIČAR","OBRAZOVNO-VASPITNI CENTAR","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/os-braca-nedic-osecina-prehrambeni-tehnicar"
