"Program_name","Institution","Level","Language","Link"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „15. MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-15.maj-prokupl%D1%98e-prokupl%D1%98e-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-surdulica-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-vranje-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA ŠKOLA „SEZAI SUROI”","Vocational secondary education","Albanian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sezai-suroi-bujanovac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „RADE METALAC”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-rade-metalac-leskovac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-zajecar-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sveti-sava-kladovo-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","MAŠINSKO-ELEKTROTEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-elektrotehnicka-skola-bor-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTRO-SAOBRAćAJNA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektro-saobracajna-skola-nikola-tesla-kral%D1%98evo-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-cacak-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „JOVAN ŽUJOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-jovan-zujovic-gornji-milanovac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-trstenik-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","PRVA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-krusevac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-loznica-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-krupanj-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA ŠKOLA „17. SEPTEMBAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-17.septembar-lajkovac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-prijepol%D1%98e-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/gimnazija-pivo-karamatijevic-nova-varos-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kosjeric-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-smederevo-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-velika-plana-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA SA DOMOM UČENIKA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-sa-domom-ucenika-nikola-tesla-kostolac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","MAŠINSKO-ELEKTROTEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-elektrotehnicka-skola-paracin-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA I GRAĐEVINSKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-i-gradjevinska-skola-nikola-tesla-jagodina-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-despotovac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","PRVA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-kragujevac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-beograd-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA „STARI GRAD”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-stari-grad-beograd-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-nikola-tesla-beograd-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","MAŠINSKA ŠKOLA „RADOJE DAKIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-skola-radoje-dakic-rakovica-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA „RADE KONČAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-rade-koncar-beograd-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-obrenovac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „KOLUBARA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kolubara-lazarevac-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA ZEMUN","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-zemun-beograd-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-sid-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „NIKOLA TESLA”","Artistic secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-nikola-tesla-sremska-mitrovica-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „MILENKO BRZAK UČA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-milenko-brzak--uca-ruma-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mihajlo-pupin-novi-sad-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-becej-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-sombor-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-mihajlo-pupin-kula-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „IVAN SARIć”","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ivan-saric-subotica-elektrotehnicar-racunara2"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „IVAN SARIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ivan-saric-subotica-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „ŠINKOVIć JOŽEF”","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-sinkovic-jozef-backa-topola-elektrotehnicar-racunara2"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „ŠINKOVIć JOŽEF”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-sinkovic-jozef-backa-topola-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA I GRAĐEVINSKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-i-gradjevinska-skola-nikola-tesla-zrenjanin-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kikinda-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ada-elektrotehnicar-racunara"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ELEKTROTEHNIČKA ŠKOLA „MIJA STANIMIROVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mija-stanimirovic-nis-elektrotehnicar-telekomunikacija"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-uzice-elektrotehnicar-telekomunikacija"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ELEKTROTEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-nikola-tesla-beograd-elektrotehnicar-telekomunikacija"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","SREDNjA TEHNIČKA PTT ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-ptt-skola-beograd-elektrotehnicar-telekomunikacija"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ŽELEZNIČKA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/zeleznicka-tehnicka-skola-beograd-elektrotehnicar-telekomunikacija"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ELEKTROTEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mihajlo-pupin-novi-sad-elektrotehnicar-telekomunikacija"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ELEKTROTEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-nikola-tesla-pancevo-elektrotehnicar-telekomunikacija"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","ELEKTROTEHNIČKA ŠKOLA „MIJA STANIMIROVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mija-stanimirovic-nis-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-pirot-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-vladicin-han-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","MAŠINSKO-ELEKTROTEHNIČKA ŠKOLA „GOŠA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-elektrotehnicka-skola-gosa-smederevska-palanka-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","PRVA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-kragujevac-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","ELEKTROTEHNIČKA ŠKOLA „RADE KONČAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-rade-koncar-beograd-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","SAOBRAćAJNO-TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/saobracajno-tehnicka-skola-zemun-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","TEHNIČKA ŠKOLA GSP","Artistic secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-gsp-beograd-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","ELEKTROTEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mihajlo-pupin-novi-sad-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kikinda-elektrotehnicar-za-elektroniku-na-vozilima"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","ELEKTROTEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-nikola-tesla-nis-elektrotehnicar-za-termicke-i-rashladne-uredjaje"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","PRVA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-kragujevac-elektrotehnicar-za-termicke-i-rashladne-uredjaje"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","ELEKTROTEHNIČKA ŠKOLA „STARI GRAD”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-stari-grad-beograd-elektrotehnicar-za-termicke-i-rashladne-uredjaje"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","ELEKTROTEHNIČKA ŠKOLA „RADE KONČAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-rade-koncar-beograd-elektrotehnicar-za-termicke-i-rashladne-uredjaje"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","ELEKTROTEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mihajlo-pupin-novi-sad-elektrotehnicar-za-termicke-i-rashladne-uredjaje"
"EMERGENCY MANAGEMENT","Faculty of Occupational Safety","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-master-emergency-management"
"ENERGETICS AND PROCESS TECHNOLOGY","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-energetics-and-process-technology"
"ENERGETICS AND PROCESS TECHNOLOGY","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-energetics-and-process-technology"
"ENERGETICS, ELECTRONICS, AND TELECOMMUNICATIONS","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-energetics-electronics-and-telecommunications"
"ENERGETICS, ELECTRONICS, AND TELECOMMUNICATIONS","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-energetics-electronics-and-telecommunications"
"ENERGETICS, ELECTRONICS, AND TELECOMMUNICATIONS","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-phd-energetics-electronics-and-telecommunications"
"ENERGY EFFICIENCY, BUILDING MAINTENANCE AND VALUATION","Faculty of Civil Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-civil-engineering-specialist-energy-efficiency-building-maintenance-and-valuation"
"ENERGY EFFICIENCY IN BUILDING CONSTRUCTION","Alfa BK University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/alfa-university-belgrade-master-energy-efficiency-in-building-construction"
"ENERGY EFFICIENCY OF THE CITY","State University of Novi Pazar","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-master-energy-efficiency-of-the-city"
"ENERGY EFFICIENT AND GREEN ARCHITECTURE","Faculty of Architecture","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-architecture-specialist-energy-efficient-and-green-architecture"
"ENGINEERING AND MANAGEMENT OF STRATEGIC SECURITY SYSTEMS","Faculty of Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-engineering-management-phd-engineering-and-management-of-strategic-security-systems"
"ENGINEERING AND OPERATIONS MANAGEMENT","Metropolitan University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-bachelor-engineering-and-operations-management2"
"ENGINEERING AND OPERATIONS MANAGEMENT","Metropolitan University","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-bachelor-engineering-and-operations-management"
"ENGINEERING ECOLOGY","Academy of Vocational Studies Šumadija - Kragujevac Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-kragujevac-department-specialist-applied-engineering-ecology"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-phd-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-master-engineering-management"
"ENGINEERING MANAGEMENT","Department for medical, business and technological studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sabac-department-for-medical-business-and-technological-studies-bachelor-applied-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Organizational Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-organizational-sciences-master-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Engineering Management - unit in Vrbas","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/alfa-university-faculty-of-engineering-management-vrbas-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Mihajlo Pupin Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-doctoral-engineering-management"
"ENGINEERING MANAGEMENT","Academy of Technical-Educational Vocational Studies Niš - Vranje Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-vranje-department-specialist-applied-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-management-master-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Engineering Management - unit in Vranje","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/alfa-university-faculty-of-engineering-management-vranje-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Information Technologies and Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-phd-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-phd-engineering-management"
"ENGINEERING MANAGEMENT","Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Engineering Management","Academic","English","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-engineering-management-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Information Technologies and Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-management-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Technical College of Applied Studies","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-subotica-bachelor-applied-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-engineering-management"
"ENGINEERING MANAGEMENT","Mihajlo Pupin Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-master-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-specialist-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of International Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/european-university-faculty-of-international-engineering-management-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of International Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/european-university-faculty-of-international-engineering-management-master-engineering-management"
"ENGINEERING MANAGEMENT","Mihajlo Pupin Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Mechanical Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-mechanical-engineering-bachelor-engineering-management"
"ENGINEERING MANAGEMENT","Faculty of Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-master-engineering-management"
"ENGINEERING MANAGEMENT","Technical Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-master-engineering-management"
"ENGINEERING MANAGEMENT (6 MODULES)","Faculty of Mechanical Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-mechanical-engineering-master-engineering-management-6-modules"
"ENGINEERING MANAGEMENT IN AGRIBUSINESS","Faculty of Economics and Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-phd-engineering-management-in-agribusiness"
"ENGINEERING MANAGEMENT IN AGRIBUSINESS","Faculty of Economics and Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-master-engineering-management-in-agribusiness"
"ENGINEERING MANAGEMENT IN AGRIBUSINESS","Faculty of Economics and Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-bachelor-engineering-management-in-agribusiness"
"ENGINEERING MANAGEMENT IN PRODUCTION","Faculty of Information Technologies and Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-master-engineering-management-in-production"
"ENGINEERING MANAGEMENT IN SERVICES","Faculty of Information Technologies and Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-master-engineering-management-in-services"
"ENGINEERING MANAGEMENT - MBA","Faculty of Technical Sciences","Applied","English","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-applied-engineering-management-mba"
"ENGINEERING RISK MANAGEMENT OF NATURAL DISASTER","Faculty of Civil Engineering and Architecture","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-civil-engineering-and-architecture-master-engineering-risk-management-of-natural-disaster"
"ENGINEERING TECHNOLOGY","Western Serbia Academy of Applied Studies - Uzice Department","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/western-serbia-academy-of-applied-studies-uzice-department-bachelor-applied-engineering-technology"
