"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-despotovac-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","PRVA TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-kragujevac-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-beograd-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA „STARI GRAD”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-stari-grad-beograd-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA „NIKOLA TESLA”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-nikola-tesla-beograd-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","MAŠINSKA ŠKOLA „RADOJE DAKIć”","Other","https://www.bazaobrazovanja.rs/en/program/masinska-skola-radoje-dakic-rakovica-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA „RADE KONČAR”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-rade-koncar-beograd-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-obrenovac-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „KOLUBARA”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kolubara-lazarevac-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA ZEMUN","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-zemun-beograd-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-sid-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „NIKOLA TESLA”","Other","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-nikola-tesla-sremska-mitrovica-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „MILENKO BRZAK UČA”","Other","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-milenko-brzak--uca-ruma-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mihajlo-pupin-novi-sad-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-becej-elektrotehnicar-racunara",NA,"Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-sombor-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Other","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-mihajlo-pupin-kula-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „IVAN SARIć”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ivan-saric-subotica-elektrotehnicar-racunara2",NA,"Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA „IVAN SARIć”","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ivan-saric-subotica-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „ŠINKOVIć JOŽEF”","Other","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-sinkovic-jozef-backa-topola-elektrotehnicar-racunara2",NA,"Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","SREDNjA TEHNIČKA ŠKOLA „ŠINKOVIć JOŽEF”","Other","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-sinkovic-jozef-backa-topola-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","ELEKTROTEHNIČKA I GRAĐEVINSKA ŠKOLA „NIKOLA TESLA”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-i-gradjevinska-skola-nikola-tesla-zrenjanin-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kikinda-elektrotehnicar-racunara","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR RAČUNARA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ada-elektrotehnicar-racunara",NA,"Serbia",NA,"No"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ELEKTROTEHNIČKA ŠKOLA „MIJA STANIMIROVIć”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mija-stanimirovic-nis-elektrotehnicar-telekomunikacija","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-uzice-elektrotehnicar-telekomunikacija","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ELEKTROTEHNIČKA ŠKOLA „NIKOLA TESLA”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-nikola-tesla-beograd-elektrotehnicar-telekomunikacija","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","SREDNjA TEHNIČKA PTT ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-ptt-skola-beograd-elektrotehnicar-telekomunikacija","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ŽELEZNIČKA TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/zeleznicka-tehnicka-skola-beograd-elektrotehnicar-telekomunikacija","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ELEKTROTEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mihajlo-pupin-novi-sad-elektrotehnicar-telekomunikacija","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR TELEKOMUNIKACIJA","ELEKTROTEHNIČKA ŠKOLA „NIKOLA TESLA”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-nikola-tesla-pancevo-elektrotehnicar-telekomunikacija","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","ELEKTROTEHNIČKA ŠKOLA „MIJA STANIMIROVIć”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mija-stanimirovic-nis-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-pirot-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-vladicin-han-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","MAŠINSKO-ELEKTROTEHNIČKA ŠKOLA „GOŠA”","Other","https://www.bazaobrazovanja.rs/en/program/masinsko-elektrotehnicka-skola-gosa-smederevska-palanka-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","PRVA TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-kragujevac-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","ELEKTROTEHNIČKA ŠKOLA „RADE KONČAR”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-rade-koncar-beograd-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","SAOBRAćAJNO-TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/saobracajno-tehnicka-skola-zemun-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","TEHNIČKA ŠKOLA GSP","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-gsp-beograd-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","ELEKTROTEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mihajlo-pupin-novi-sad-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA ELEKTRONIKU NA VOZILIMA","TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kikinda-elektrotehnicar-za-elektroniku-na-vozilima","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","ELEKTROTEHNIČKA ŠKOLA „NIKOLA TESLA”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-nikola-tesla-nis-elektrotehnicar-za-termicke-i-rashladne-uredjaje","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","PRVA TEHNIČKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-kragujevac-elektrotehnicar-za-termicke-i-rashladne-uredjaje","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","ELEKTROTEHNIČKA ŠKOLA „STARI GRAD”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-stari-grad-beograd-elektrotehnicar-za-termicke-i-rashladne-uredjaje","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","ELEKTROTEHNIČKA ŠKOLA „RADE KONČAR”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-rade-koncar-beograd-elektrotehnicar-za-termicke-i-rashladne-uredjaje","Serbian","Serbia",NA,"No"
"ELEKTROTEHNIČAR ZA TERMIČKE I RASHLADNE UREĐAJE","ELEKTROTEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Other","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-skola-mihajlo-pupin-novi-sad-elektrotehnicar-za-termicke-i-rashladne-uredjaje","Serbian","Serbia",NA,"No"
"EMERGENCY MANAGEMENT","Faculty of Occupational Safety","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-master-emergency-management","Serbian","Serbia",NA,"No"
"ENERGETICS AND PROCESS TECHNOLOGY","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-energetics-and-process-technology","English","Serbia",NA,"No"
"ENERGETICS AND PROCESS TECHNOLOGY","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-energetics-and-process-technology","English","Serbia",NA,"No"
"ENERGETICS, ELECTRONICS, AND TELECOMMUNICATIONS","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-energetics-electronics-and-telecommunications","English","Serbia",NA,"No"
"ENERGETICS, ELECTRONICS, AND TELECOMMUNICATIONS","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-energetics-electronics-and-telecommunications","English","Serbia",NA,"No"
"ENERGETICS, ELECTRONICS, AND TELECOMMUNICATIONS","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-phd-energetics-electronics-and-telecommunications","English","Serbia",NA,"No"
"ENERGY EFFICIENCY, BUILDING MAINTENANCE AND VALUATION","Faculty of Civil Engineering","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-civil-engineering-specialist-energy-efficiency-building-maintenance-and-valuation","Serbian","Serbia",NA,"No"
"ENERGY EFFICIENCY IN BUILDING CONSTRUCTION","Alfa BK University","Other","https://www.bazaobrazovanja.rs/en/program/alfa-university-belgrade-master-energy-efficiency-in-building-construction","Serbian","Serbia",NA,"No"
"ENERGY EFFICIENCY OF THE CITY","State University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-master-energy-efficiency-of-the-city","Serbian","Serbia",NA,"No"
"ENERGY EFFICIENT AND GREEN ARCHITECTURE","Faculty of Architecture","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-architecture-specialist-energy-efficient-and-green-architecture","Serbian","Serbia",NA,"No"
"ENGINEERING AND MANAGEMENT OF STRATEGIC SECURITY SYSTEMS","Faculty of Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-engineering-management-phd-engineering-and-management-of-strategic-security-systems","Serbian","Serbia",NA,"No"
"ENGINEERING AND OPERATIONS MANAGEMENT","Metropolitan University","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-bachelor-engineering-and-operations-management2","Serbian","Serbia",NA,"No"
"ENGINEERING AND OPERATIONS MANAGEMENT","Metropolitan University","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-bachelor-engineering-and-operations-management","Serbian","Serbia",NA,"No"
"ENGINEERING ECOLOGY","Academy of Vocational Studies Šumadija - Kragujevac Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-kragujevac-department-specialist-applied-engineering-ecology","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-phd-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-master-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Department for medical, business and technological studies","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sabac-department-for-medical-business-and-technological-studies-bachelor-applied-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Organizational Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-organizational-sciences-master-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Engineering Management - unit in Vrbas","Other","https://www.bazaobrazovanja.rs/en/program/alfa-university-faculty-of-engineering-management-vrbas-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Mihajlo Pupin Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-doctoral-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Academy of Technical-Educational Vocational Studies Niš - Vranje Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-vranje-department-specialist-applied-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Management","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-management-master-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Engineering Management - unit in Vranje","Other","https://www.bazaobrazovanja.rs/en/program/alfa-university-faculty-of-engineering-management-vranje-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Information Technologies and Engineering","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-phd-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-phd-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-engineering-management-bachelor-engineering-management","English","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Information Technologies and Engineering","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Management","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-management-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Technical College of Applied Studies","Other","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-subotica-bachelor-applied-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-engineering-management","English","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Mihajlo Pupin Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-master-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-specialist-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of International Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/european-university-faculty-of-international-engineering-management-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of International Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/european-university-faculty-of-international-engineering-management-master-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Mihajlo Pupin Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-engineering-management","English","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Mechanical Engineering","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-mechanical-engineering-bachelor-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Faculty of Engineering","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-master-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT","Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-master-engineering-management","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT (6 MODULES)","Faculty of Mechanical Engineering","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-mechanical-engineering-master-engineering-management-6-modules","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT IN AGRIBUSINESS","Faculty of Economics and Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-phd-engineering-management-in-agribusiness","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT IN AGRIBUSINESS","Faculty of Economics and Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-master-engineering-management-in-agribusiness","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT IN AGRIBUSINESS","Faculty of Economics and Engineering Management","Other","https://www.bazaobrazovanja.rs/en/program/business-academy-university-faculty-of-economics-and-engineering-management-bachelor-engineering-management-in-agribusiness","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT IN PRODUCTION","Faculty of Information Technologies and Engineering","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-master-engineering-management-in-production","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT IN SERVICES","Faculty of Information Technologies and Engineering","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-master-engineering-management-in-services","Serbian","Serbia",NA,"No"
"ENGINEERING MANAGEMENT - MBA","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-applied-engineering-management-mba","English","Serbia",NA,"No"
"ENGINEERING RISK MANAGEMENT OF NATURAL DISASTER","Faculty of Civil Engineering and Architecture","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-civil-engineering-and-architecture-master-engineering-risk-management-of-natural-disaster","Serbian","Serbia",NA,"No"
"ENGINEERING TECHNOLOGY","Western Serbia Academy of Applied Studies - Uzice Department","Other","https://www.bazaobrazovanja.rs/en/program/western-serbia-academy-of-applied-studies-uzice-department-bachelor-applied-engineering-technology","Serbian","Serbia",NA,"No"
"ENGINEERING TECHNOLOGY","Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-phd-engineering-technology","Serbian","Serbia",NA,"No"
"ENGINEERING TECHNOLOGY","Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-master-engineering-technology","Serbian","Serbia",NA,"No"
"ENGINEERING TECHNOLOGY","Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-technical-faculty-bachelor-engineering-technology","Serbian","Serbia",NA,"No"
"ENGLISH IN BUSINESS","Metropolitan University","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-bachelor-english-in-business","Serbian","Serbia",NA,"No"
"ENGLISH LANGUAGE","Faculty of Legal and Business Studies - unit in Niš","Other","https://www.bazaobrazovanja.rs/en/program/union-university-faculty-of-legal-and-business-studies-nis-bachelor-english-language","Serbian","Serbia",NA,"No"
"ENGLISH LANGUAGE","Faculty of Legal and Business Studies","Other","https://www.bazaobrazovanja.rs/en/program/union-university-faculty-of-legal-and-business-studies-bachelor-english-language","English","Serbia",NA,"No"
"ENGLISH LANGUAGE","Faculty of Legal and Business Studies","Other","https://www.bazaobrazovanja.rs/en/program/union-university-faculty-of-legal-and-business-studies-master-english-language","Serbian","Serbia",NA,"No"
"ENGLISH LANGUAGE AND LITERATURE","State University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/state-university-of-novi-pazar-integrated-english-language-and-literature","English","Serbia",NA,"No"
"ENGLISH LANGUAGE AND LITERATURE","International University of Novi Pazar","Other","https://www.bazaobrazovanja.rs/en/program/international-university-of-novi-pazar-bachelor-english-language-and-literature","English","Serbia",NA,"No"
"ENGLISH LANGUAGE AND LITERATURE","Faculty of Philology and Arts","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-philology-and-arts-bachelor-english-language-and-literature","English","Serbia",NA,"No"
"ENGLISH LANGUAGE AND LITERATURE","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-master-english-studies","English","Serbia",NA,"No"
"ENGLISH LANGUAGE AND LITERATURE","Faculty of Philology and Arts","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-philology-and-arts-master-english-language-and-literature","English","Serbia",NA,"No"
"ENGLISH LANGUAGE AND LITERATURE WITH OTHER FOREIGN PHILOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-philosophy-bachelor-english-language-and-literature-with-other-foreign-philology","English","Serbia",NA,"No"
"ENGLISH STUDIES","Singidunum University","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-bachelor-english-studies","English","Serbia",NA,"No"
"ENGLISH STUDIES","Alfa BK University","Other","https://www.bazaobrazovanja.rs/en/program/alfa-university-belgrade-bachelor-english-studies","Serbian","Serbia",NA,"No"
"ENGLISH STUDIES","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-philosophy-bachelor-english-studies","English","Serbia",NA,"No"
"ENTERPRENEURIAL BUSINESS AND REAL-ESTATE MANAGEMENT","Union - Nikola Tesla University","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-bachelor-enterpreneurial-business-and-real-estate-management","Serbian","Serbia",NA,"No"
"ENTERPRENEURIAL MANAGEMENT","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-technical-sciences-master-enterpreneurial-management","Serbian","Serbia",NA,"No"
"ENTREPRENEURIAL MANAGEMENT","Faculty of Organizational Studies ‟Eduka”","Other","https://www.bazaobrazovanja.rs/en/program/faculty-of-organizational-studies-eduka-belgrade-specialist-applied-entrepreneurial-management","Serbian","Serbia",NA,"No"
