"Title","University_Name","Program_Type","Location","Detail_Link","Area","Language"
"Health Care Management","IMC Krems University of Applied Sciences","Bachelor","Krems","https://www.studienwahl.at/studies/medicinehealth/health/1625-health-care-management-2-1-krems.en.html","Medicine & Health","German"
"Business Administration","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/business-administration/29-business-administration-2-3-klagenfurt.en.html","Social and Economic Sciences","German"
"Business Administration","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/business-administration/30-business-administration-12-3-klagenfurt.en.html","Social and Economic Sciences","German"
"Experimental and Empirical Economics","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economic-sciences/43-experimental-and-empirical-economics-e-12-3-innsbruck.en.html","Social and Economic Sciences","English"
"Banking and Finance","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economic-sciences/77-banking-and-finance-e-12-3-innsbruck.en.html","Social and Economic Sciences","English"
"Civil Engineering and Construction Management","Technische Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/civil-engineering/91-civil-engineering-and-construction-management-2-3-graz.en.html","Social and Economic Sciences","German"
"Business Administration","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/business-administration/92-business-administration-2-3-wien.en.html","Social and Economic Sciences","German"
"Business Administration","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/business-administration/93-business-administration-12-3-wien.en.html","Social and Economic Sciences","German"
"Business Administration","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/business-administration/94-business-administration-2-3-graz.en.html","Social and Economic Sciences","German"
"Business Administration","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/business-administration/95-business-administration-12-3-graz.en.html","Social and Economic Sciences","German"
"JMDP in Comparative Social Policy and Welfare","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/social-economics/168-jmdp-in-comparative-social-policy-and-welfare-e-12-3-linz.en.html","Social and Economic Sciences","English"
"Social and Economic Sciences","Universität Graz","PhD","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/235-social-and-economic-sciences-4-3-graz.en.html","Social and Economic Sciences","German"
"Social and Economic Sciences","Universität Linz","PhD","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/236-social-and-economic-sciences-4-3-linz.en.html","Social and Economic Sciences","German"
"Social and Economic Sciences","Universität Klagenfurt","PhD","Klagenfurt","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/237-social-and-economic-sciences-4-3-klagenfurt.en.html","Social and Economic Sciences","German"
"Social and Economic Sciences","Universität für Bodenkultur Wien","PhD","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/238-social-and-economic-sciences-4-3-wien.en.html","Social and Economic Sciences","German"
"Social Sciences","Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/239-social-sciences-4-3-wien.en.html","Social and Economic Sciences","German"
"Economic Sciences","Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/251-economic-sciences-4-3-wien.en.html","Social and Economic Sciences","German"
"Economics","Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/phd/252-economics-4-3-wien.en.html","Social and Economic Sciences","German"
"Business and Economics","Universität Salzburg","PhD","Salzburg","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/253-business-and-economics-4-3-salzburg.en.html","Social and Economic Sciences","German"
"Social and Economic Sciences","Technische Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/254-social-and-economic-sciences-4-3-wien.en.html","Social and Economic Sciences","German"
"Social and Economic Sciences","Wirtschaftsuniversität Wien","PhD","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/doctoral-programmes/255-social-and-economic-sciences-4-3-wien.en.html","Social and Economic Sciences","German"
"Economics (Economic Policy Analysis)","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economic-sciences/303-economics-economic-policy-analysis-e-12-3-linz.en.html","Social and Economic Sciences","English"
"Electrical Engineering and Business","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/electrical-engineering/308-electrical-engineering-and-business-12-3-graz.en.html","Social and Economic Sciences","German"
"Finance and Accounting","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economics-and-social-sciences/360-finance-and-accounting-12-3-wien.en.html","Social and Economic Sciences","German"
"Financial and Actuarial Mathematics","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/361-financial-and-actuarial-mathematics-12-3-wien.en.html","Social and Economic Sciences","German"
"Financial and Actuarial Mathematics","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/362-financial-and-actuarial-mathematics-2-3-wien.en.html","Social and Economic Sciences","German"
"Management","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/management/economic-sciences/382-management-e-12-3-linz.en.html","Social and Economic Sciences","English"
"Economics and Statistics","Universität Linz","PhD","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/phd/472-economics-and-statistics-e-4-3-linz.en.html","Social and Economic Sciences","English"
"Economics and Statistics","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/phd/473-economics-and-statistics-e-4-3-innsbruck.en.html","Social and Economic Sciences","English"
"Finance","Wirtschaftsuniversität Wien","PhD","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/phd/475-finance-e-4-3-wien.en.html","Social and Economic Sciences","English"
"Management","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/phd/478-management-e-4-3-innsbruck.en.html","Social and Economic Sciences","English"
"Sociology","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/phd/481-sociology-4-3-innsbruck.en.html","Social and Economic Sciences","German"
"Industrial Management and Business Administration","Montanuniversität Leoben","Master","Leoben","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/petroleum-engineering/485-industrial-management-and-business-administration-12-3-leoben.en.html","Social and Economic Sciences","German"
"Management Information Systems","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/engineering-sciences/information/computer-management/513-management-information-systems-2-3-klagenfurt.en.html","Social and Economic Sciences","German"
"Information Management","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/social-and-economic-sciences/management/computer-management/514-information-management-e-12-3-klagenfurt.en.html","Social and Economic Sciences","English"
"International Management / CEMS","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/management/economics-and-social-sciences/534-international-management-cems-e-12-3-wien.en.html","Social and Economic Sciences","English"
"International Business Administration","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/international-business-administration/536-international-business-administration-2-3-wien.en.html","Social and Economic Sciences","German"
"International Business Administration","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/international-business-administration/537-international-business-administration-12-3-wien.en.html","Social and Economic Sciences","German"
"International Economic and Business Studies","Universität Innsbruck","Diploma","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/international-economic-sciences/540-international-economic-and-business-studies-3-3-innsbruck.en.html","Social and Economic Sciences","German"
"JMP in Global Business Canada/Taiwan","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economic-sciences/558-jmp-in-global-business-canadataiwan-e-12-3-linz.en.html","Social and Economic Sciences","English"
"Management","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/management/economics-and-social-sciences/658-management-12-3-wien.en.html","Social and Economic Sciences","German"
"Economic and Business Analytics","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economic-sciences/659-economic-and-business-analytics-e-12-3-linz.en.html","Social and Economic Sciences","English"
"Organization Studies","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economic-sciences/765-organization-studies-e-12-3-innsbruck.en.html","Social and Economic Sciences","English"
"Quantitative Finance","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economics-and-social-sciences/848-quantitative-finance-e-12-3-wien.en.html","Social and Economic Sciences","English"
"Law and Economics","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/law/law-and-economics/law-and-economics/856-law-and-economics-2-3-salzburg.en.html","Social and Economic Sciences","German"
"Law and Economics","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/law/law-and-economics/law-and-economics/857-law-and-economics-12-3-salzburg.en.html","Social and Economic Sciences","German"
"Science – Technology – Society","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/905-science-technology-society-e-12-3-wien.en.html","Social and Economic Sciences","English"
"Software Engineering and Management","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/computer-management/930-software-engineering-and-management-e-12-3-graz.en.html","Social and Economic Sciences","English"
"Social and Political Theory","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/933-social-and-political-theory-12-3-innsbruck.en.html","Social and Economic Sciences","German"
"Social Economics","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/social-economics/935-social-economics-2-3-linz.en.html","Social and Economic Sciences","German"
"Social Economics","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/social-economics/936-social-economics-12-3-linz.en.html","Social and Economic Sciences","German"
"Sociology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/937-sociology-2-3-wien.en.html","Social and Economic Sciences","German"
"Sociology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/938-sociology-12-3-wien.en.html","Social and Economic Sciences","German"
"Sociology","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/939-sociology-2-3-graz.en.html","Social and Economic Sciences","German"
"Sociology","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/940-sociology-12-3-graz.en.html","Social and Economic Sciences","German"
"Sociology","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/941-sociology-2-3-innsbruck.en.html","Social and Economic Sciences","German"
"Sociology","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/942-sociology-2-3-linz.en.html","Social and Economic Sciences","German"
"Sociology","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/sociology/943-sociology-12-3-linz.en.html","Social and Economic Sciences","German"
"Sociology","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/944-sociology-2-3-salzburg.en.html","Social and Economic Sciences","German"
"Sociology","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/945-sociology-12-3-salzburg.en.html","Social and Economic Sciences","German"
"Socio-Economics","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/economics-and-social-sciences/946-socio-economics-12-3-wien.en.html","Social and Economic Sciences","German"
"Statistics","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/statistics/976-statistics-2-3-wien.en.html","Social and Economic Sciences","German"
"Statistics","Universität Wien","Diploma","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/statistics/977-statistics-12-3-wien.en.html","Social and Economic Sciences","German"
"Statistics and Data Science","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/statistics/978-statistics-and-data-science-2-3-linz.en.html","Social and Economic Sciences","German"
"Statistics and Data Science","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/statistics/979-statistics-and-data-science-12-3-linz.en.html","Social and Economic Sciences","German"
"Strategic Management and Innovation","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/management/economic-sciences/982-strategic-management-and-innovation-e-12-3-innsbruck.en.html","Social and Economic Sciences","English"
"Strategy, Innovation and Management Control","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/management/economics-and-social-sciences/983-strategy-innovation-and-management-control-e-12-3-wien.en.html","Social and Economic Sciences","English"
"Supply Chain Management","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/management/economics-and-social-sciences/1033-supply-chain-management-e-12-3-wien.en.html","Social and Economic Sciences","English"
"Environmental Systems Sciences – Management","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/environmental-systems-sciences/1094-environmental-systems-sciences-management-2-3-graz.en.html","Social and Economic Sciences","German"
"ESS – Sustainability and Innovation Management","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/environmental-systems-sciences/1095-ess-sustainability-and-innovation-management-e-12-3-graz.en.html","Social and Economic Sciences","English"
"Economics","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/political-economy/1129-economics-2-3-graz.en.html","Social and Economic Sciences","German"
"Political and Empirical Economics","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/political-economy/1130-political-and-empirical-economics-12-3-graz.en.html","Social and Economic Sciences","German"
"Economics","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/political-economy/1132-economics-2-3-wien.en.html","Social and Economic Sciences","German"
"Applied Economics","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/political-economy/1133-applied-economics-e-12-3-wien.en.html","Social and Economic Sciences","English"
"Business and Law","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/applied-business-administration/1143-business-and-law-2-3-klagenfurt.en.html","Social and Economic Sciences","German"
"Economics and Social Sciences","Wirtschaftsuniversität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/economics-and-social-sciences/1145-economics-and-social-sciences-2-3-wien.en.html","Social and Economic Sciences","German"
"Business Informatics","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/business-informatics/1148-business-informatics-2-3-wien.en.html","Social and Economic Sciences","German"
"Business Informatics","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/business-informatics/1149-business-informatics-12-3-wien.en.html","Social and Economic Sciences","German"
"Business Informatics","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1150-business-informatics-2-3-wien.en.html","Social and Economic Sciences","German"
"Business Informatics","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1151-business-informatics-e-12-3-wien.en.html","Social and Economic Sciences","English"
"Business Informatics","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1152-business-informatics-2-3-linz.en.html","Social and Economic Sciences","German"
"Business Informatics","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1153-business-informatics-12-3-linz.en.html","Social and Economic Sciences","German"
"Information Systems","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/business-informatics/1154-information-systems-e-12-3-innsbruck.en.html","Social and Economic Sciences","English"
"Mechanical Engineering – Management","Technische Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/1157-mechanical-engineering-management-2-3-wien.en.html","Social and Economic Sciences","German"
"Mechanical Engineering – Management","Technische Universität Wien","Master","Wien","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/1158-mechanical-engineering-management-12-3-wien.en.html","Social and Economic Sciences","German"
"Mechanical Engineering and Business Economics","Technische Universität Graz","Master","Graz","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/1160-mechanical-engineering-and-business-economics-12-3-graz.en.html","Social and Economic Sciences","German"
"Sustainability and Plastics Management","Universität Linz","Master","Linz","https://www.studienwahl.at/studies/engineering-sciences/agriculture/polymer-engineering-and-technologies/1162-sustainability-and-plastics-management-12-3-linz.en.html","Social and Economic Sciences","German"
"Business Education and Development","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-programme-economics/business-education/1169-business-education-and-development-13-3-graz.en.html","Social and Economic Sciences","German"
"Business Education","Universität Innsbruck","Master","innsbruck","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-programme-economics/business-education/1170-business-education-12-3-innsbruck.en.html","Social and Economic Sciences","German"
"Business Education","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-programme-economics/business-education/1171-business-education-13-3-wien.en.html","Social and Economic Sciences","German"
"Business Education","Universität Linz","Diploma","Linz","https://www.studienwahl.at/studies/teacher-training-programmes/teacher-training-programme-economics/1172-business-education-3-3-linz.en.html","Social and Economic Sciences","German"
"Business Law","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/law/law-and-economics/business-law/1173-business-law-2-3-innsbruck.en.html","Social and Economic Sciences","German"
"Business Law","Wirtschaftsuniversität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/law/law-and-economics/business-law/1174-business-law-2-3-wien.en.html","Social and Economic Sciences","German"
"Business Law","Wirtschaftsuniversität Wien","Master","Wien","https://www.studienwahl.at/studies/law/law-and-economics/business-law/1175-business-law-12-3-wien.en.html","Social and Economic Sciences","German"
"Business Law","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/law/law-and-economics/business-law/1176-business-law-2-3-linz.en.html","Social and Economic Sciences","German"
"Business & Economics","Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/economic-sciences/1178-business-economics-2-3-linz.en.html","Social and Economic Sciences","German"
"Management and Economics","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/social-and-economic-sciences/management/economic-sciences/1179-management-and-economics-2-3-innsbruck.en.html","Social and Economic Sciences","German"
"Business Process Engineering and Management","Hochschule für Angewandte Wissenschaften Burgenland","Master","Eisenstadt","https://www.studienwahl.at/studies/engineering-sciences/information/1568-business-process-engineering-and-management-12-1-eisenstadt.en.html","Social and Economic Sciences","German"
"Energy- and Environmental Management","Hochschule für Angewandte Wissenschaften Burgenland","Bachelor","Pinkafeld","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/environmental-systems-sciences/1569-energy-and-environmental-management-2-1-pinkafeld.en.html","Social and Economic Sciences","German"
"Energy- and Environmental Management","Hochschule für Angewandte Wissenschaften Burgenland","Master","Pinkafeld","https://www.studienwahl.at/studies/engineering-sciences/technology/1570-energy-and-environmental-management-12-1-pinkafeld.en.html","Social and Economic Sciences","German"
"European Studies – Management of EU Projects","Hochschule für Angewandte Wissenschaften Burgenland","Master","Eisenstadt","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/european-union-studies/1571-european-studies-management-of-eu-projects-e-12-1-eisenstadt.en.html","Social and Economic Sciences","English"
"Building Technology and Management","Hochschule für Angewandte Wissenschaften Burgenland","Master","Pinkafeld","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/1572-building-technology-and-management-12-1-pinkafeld.en.html","Social and Economic Sciences","German"
"Health Management and Health Promotion","Hochschule für Angewandte Wissenschaften Burgenland","Bachelor","Pinkafeld","https://www.studienwahl.at/studies/medicinehealth/health/1573-health-management-and-health-promotion-2-1-pinkafeld.en.html","Social and Economic Sciences","German"
"Human Resource Management and Labour Law","Hochschule für Angewandte Wissenschaften Burgenland","Master","Eisenstadt","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1574-human-resource-management-and-labour-law-12-1-eisenstadt.en.html","Social and Economic Sciences","German"
"International Business Relations","Hochschule für Angewandte Wissenschaften Burgenland","Bachelor","Eisenstadt","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/1576-international-business-relations-2-1-eisenstadt.en.html","Social and Economic Sciences","German"
"International Business Relations","Hochschule für Angewandte Wissenschaften Burgenland","Master","Eisenstadt","https://www.studienwahl.at/studies/law/law-and-economics/business-law/1577-international-business-relations-12-1-eisenstadt.en.html","Social and Economic Sciences","German"
"International Wine Marketing","Hochschule für Angewandte Wissenschaften Burgenland","Master","Eisenstadt","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1578-international-wine-marketing-12-1-eisenstadt.en.html","Social and Economic Sciences","German"
"IT Infrastructure Management","Hochschule für Angewandte Wissenschaften Burgenland","Bachelor","Eisenstadt","https://www.studienwahl.at/studies/engineering-sciences/information/1579-it-infrastructure-management-2-1-eisenstadt.en.html","Social and Economic Sciences","German"
"Sustainable Energy Systems","Hochschule für Angewandte Wissenschaften Burgenland","Master","Pinkafeld","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/energy-engineering/1581-sustainable-energy-systems-12-1-pinkafeld.en.html","Social and Economic Sciences","German"
"Healthcare Management","Fachhochschule Kärnten","Bachelor","Feldkirchen","https://www.studienwahl.at/studies/medicinehealth/health/1592-healthcare-management-2-1-feldkirchen.en.html","Social and Economic Sciences","German"
"Health Management","Fachhochschule Kärnten","Master","Feldkirchen","https://www.studienwahl.at/studies/medicinehealth/health/1593-health-management-12-1-feldkirchen.en.html","Social and Economic Sciences","German"
"International Business Management","Fachhochschule Kärnten","Master","Villach","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1597-international-business-management-e-12-1-villach.en.html","Social and Economic Sciences","English"
"Public & Nonprofit Management","Fachhochschule Kärnten","Master","Villach","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1603-public-nonprofit-management-12-1-villach.en.html","Social and Economic Sciences","German"
"Social Work","Fachhochschule Kärnten","Bachelor","Feldkirchen","https://www.studienwahl.at/studies/medicinehealth/social-studies/1605-social-work-2-1-feldkirchen.en.html","Social and Economic Sciences","German"
"Social Work: Developing and Shaping","Fachhochschule Kärnten","Master","Feldkirchen","https://www.studienwahl.at/studies/medicinehealth/social-studies/1606-social-work-developing-and-shaping-12-1-feldkirchen.en.html","Social and Economic Sciences","German"
"Business – Branch of studies: Digital Business Management","Fachhochschule Kärnten","Bachelor","Villach","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/1610-business-branch-of-studies-digital-business-management-2-1-villach.en.html","Social and Economic Sciences","German"
"Business Consultancy International","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/1616-business-consultancy-international-e-2-1-wiener-neustadt.en.html","Social and Economic Sciences","English"
"Business Consultancy International","Fachhochschule Wiener Neustadt GmbH","Master","Wiener Neustadt","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/1617-business-consultancy-international-e-12-1-wiener-neustadt.en.html","Social and Economic Sciences","English"
"International Business Management","IMC Krems University of Applied Sciences","Bachelor","Krems","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1622-international-business-management-e-2-1-krems.en.html","Social and Economic Sciences","English"
"International Business and Economic Diplomacy","IMC Krems University of Applied Sciences","Master","Krems","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1623-international-business-and-economic-diplomacy-e-12-1-krems.en.html","Social and Economic Sciences","English"
"Health Care Management","IMC Krems University of Applied Sciences","Bachelor","Krems","https://www.studienwahl.at/studies/medicinehealth/health/1625-health-care-management-2-1-krems.en.html","Social and Economic Sciences","German"
"Management of Health Institutions","IMC Krems University of Applied Sciences","Master","Krems","https://www.studienwahl.at/studies/medicinehealth/health/1626-management-of-health-institutions-12-1-krems.en.html","Social and Economic Sciences","German"
"Media Management","Fachhochschule St. Pölten GmbH","Bachelor","St. Pölten","https://www.studienwahl.at/studies/humanities/information/1640-media-management-2-1-st-poelten.en.html","Social and Economic Sciences","German"
"Military Leadership","Fachhochschule für angewandte Militärwissenschaften","Bachelor","Wr. Neustadt","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/1644-military-leadership-2-1-wr-neustadt.en.html","Social and Economic Sciences","German"
"Police Leadership","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/social-and-economic-sciences/social-sciences/1648-police-leadership-2-1-wiener-neustadt.en.html","Social and Economic Sciences","German"
"Product Marketing & Innovation Management","Fachhochschule Wiener Neustadt GmbH","Master","Wieselburg","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1649-product-marketing-innovation-management-12-1-wieselburg.en.html","Social and Economic Sciences","German"
"Product Marketing & Project Management","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wieselburg","https://www.studienwahl.at/studies/humanities/information/journalism-and-communication-studies/1650-product-marketing-project-management-2-1-wieselburg.en.html","Social and Economic Sciences","German"
"Social Work","Fachhochschule St. Pölten GmbH","Bachelor","St. Pölten","https://www.studienwahl.at/studies/medicinehealth/social-studies/1652-social-work-2-1-st-poelten.en.html","Social and Economic Sciences","German"
"Social Work","Fachhochschule St. Pölten GmbH","Master","St. Pölten","https://www.studienwahl.at/studies/medicinehealth/social-studies/1653-social-work-12-1-st-poelten.en.html","Social and Economic Sciences","German"
"Strategic Security Management","Fachhochschule Wiener Neustadt GmbH","Master","Wiener Neustadt","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1654-strategic-security-management-12-1-wiener-neustadt.en.html","Social and Economic Sciences","German"
"Tourism and Leisure Management","IMC Krems University of Applied Sciences","Bachelor","Krems","https://www.studienwahl.at/studies/social-and-economic-sciences/tourism/1655-tourism-and-leisure-management-e-2-1-krems.en.html","Social and Economic Sciences","English"
"Business Administration and Digital Management","IMC Krems University of Applied Sciences","Bachelor","Krems","https://www.studienwahl.at/studies/social-and-economic-sciences/management/1658-business-administration-and-digital-management-2-1-krems.en.html","Social and Economic Sciences","German"
"Business Consultancy","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/social-and-economic-sciences/economic-sciences/1660-business-consultancy-2-1-wiener-neustadt.en.html","Social and Economic Sciences","German"
"Business Engineer","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/engineering-sciences/technology/1662-business-engineer-2-1-wiener-neustadt.en.html","Social and Economic Sciences","German"
"Business Engineer","Fachhochschule Wiener Neustadt GmbH","Master","Wiener Neustadt","https://www.studienwahl.at/studies/engineering-sciences/technology/1663-business-engineer-12-1-wiener-neustadt.en.html","Social and Economic Sciences","German"
