"Title","University_Name","Program_Type","Location","Detail_Link","Area","Language"
"Mechatronics / Microsystems Engineering","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/engineering-sciences/technology/1635-mechatronics-microsystems-engineering-2-1-wiener-neustadt.en.html","Engineering Sciences","German"
"Mechatronics","Fachhochschule Wiener Neustadt GmbH","Master","Wiener Neustadt","https://www.studienwahl.at/studies/engineering-sciences/technology/1636-mechatronics-12-1-wiener-neustadt.en.html","Engineering Sciences","German"
"Medical and Pharmaceutical Biotechnology","IMC Krems University of Applied Sciences","Bachelor","Krems","https://www.studienwahl.at/studies/natural-sciences/biotechnology/1638-medical-and-pharmaceutical-biotechnology-e-2-1-krems.en.html","Engineering Sciences","English"
"Medical and Pharmaceutical Biotechnology","IMC Krems University of Applied Sciences","Master","Krems","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/pharmacology/1639-medical-and-pharmaceutical-biotechnology-e-12-1-krems.en.html","Engineering Sciences","English"
"Media Technology","Fachhochschule St. Pölten GmbH","Bachelor","St. Pölten","https://www.studienwahl.at/studies/engineering-sciences/information/1642-media-technology-2-1-st-poelten.en.html","Engineering Sciences","German"
"MedTech - Functional Imaging, Conventional & Ion Radiotherapy","Fachhochschule Wiener Neustadt GmbH","Master","Wiener Neustadt","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/1643-medtech-functional-imaging-conventional-ion-radiotherapy-e-12-1-wiener-neustadt.en.html","Engineering Sciences","English"
"Business Engineer","Fachhochschule Wiener Neustadt GmbH","Bachelor","Wiener Neustadt","https://www.studienwahl.at/studies/engineering-sciences/technology/1662-business-engineer-2-1-wiener-neustadt.en.html","Engineering Sciences","German"
"Business Engineer","Fachhochschule Wiener Neustadt GmbH","Master","Wiener Neustadt","https://www.studienwahl.at/studies/engineering-sciences/technology/1663-business-engineer-12-1-wiener-neustadt.en.html","Engineering Sciences","German"
"Plant Construction Management","FH OÖ Studienbetriebs GmbH","Master","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1665-plant-construction-management-e-12-1-wels.en.html","Engineering Sciences","English"
"Automation Engineering","FH OÖ Studienbetriebs GmbH","Bachelor","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1666-automation-engineering-2-1-wels.en.html","Engineering Sciences","German"
"Automation Engineering","FH OÖ Studienbetriebs GmbH","Master","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1667-automation-engineering-12-1-wels.en.html","Engineering Sciences","German"
"Bio- and Environmental Technology","FH OÖ Studienbetriebs GmbH","Bachelor","Wels","https://www.studienwahl.at/studies/natural-sciences/biotechnology/1669-bio-and-environmental-technology-2-1-wels.en.html","Engineering Sciences","German"
"Bio- and Environmental Technology","FH OÖ Studienbetriebs GmbH","Master","Wels","https://www.studienwahl.at/studies/natural-sciences/biotechnology/1670-bio-and-environmental-technology-12-1-wels.en.html","Engineering Sciences","German"
"Data Science and Engineering","FH OÖ Studienbetriebs GmbH","Master","Hagenberg","https://www.studienwahl.at/studies/engineering-sciences/biotechnology/1671-data-science-and-engineering-12-1-hagenberg.en.html","Engineering Sciences","German"
"Digital Arts","FH OÖ Studienbetriebs GmbH","Master","Hagenberg","https://www.studienwahl.at/studies/art-studies/fine-arts-and-applied-arts/design/1675-digital-arts-12-1-hagenberg.en.html","Engineering Sciences","German"
"Embedded Systems Design","FH OÖ Studienbetriebs GmbH","Master","Hagenberg","https://www.studienwahl.at/studies/engineering-sciences/information/1676-embedded-systems-design-12-1-hagenberg.en.html","Engineering Sciences","German"
"Mechanical Engineering","FH OÖ Studienbetriebs GmbH","Bachelor","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1677-mechanical-engineering-2-1-wels.en.html","Engineering Sciences","German"
"Mechanical Engineering","FH OÖ Studienbetriebs GmbH","Master","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1678-mechanical-engineering-12-1-wels.en.html","Engineering Sciences","German"
"Materials and Process Engineering","FH OÖ Studienbetriebs GmbH","Bachelor","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1679-materials-and-process-engineering-2-1-wels.en.html","Engineering Sciences","German"
"Materials and Processing Engineering","FH OÖ Studienbetriebs GmbH","Master","Wels","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/materials-science-and-technology/1680-materials-and-processing-engineering-12-1-wels.en.html","Engineering Sciences","German"
"Hardware-Software-Design","FH OÖ Studienbetriebs GmbH","Bachelor","Hagenberg","https://www.studienwahl.at/studies/engineering-sciences/information/1683-hardware-software-design-2-1-hagenberg.en.html","Engineering Sciences","German"
"Information Engineering and Management","FH OÖ Studienbetriebs GmbH","Master","Hagenberg","https://www.studienwahl.at/studies/engineering-sciences/information/1685-information-engineering-and-management-12-1-hagenberg.en.html","Engineering Sciences","German"
"Innovation, Product and Engineering Management","FH OÖ Studienbetriebs GmbH","Bachelor","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1686-innovation-product-and-engineering-management-2-1-wels.en.html","Engineering Sciences","German"
"Innovation and Product Management","FH OÖ Studienbetriebs GmbH","Master","Wels","https://www.studienwahl.at/studies/engineering-sciences/technology/1687-innovation-and-product-management-e-12-1-wels.en.html","Engineering Sciences","English"
"Interactive Media","FH OÖ Studienbetriebs GmbH","Master","Hagenberg","https://www.studienwahl.at/studies/humanities/information/journalism-and-communication-studies/1688-interactive-media-e-12-1-hagenberg.en.html","Engineering Sciences","English"
"African Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/african-studies/3-african-studies-2-3-wien.en.html","Humanities","German"
"African Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/african-studies/4-african-studies-12-3-wien.en.html","Humanities","German"
"Egyptian Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/egyptian-studies/7-egyptian-studies-2-3-wien.en.html","Humanities","German"
"Egyptian Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/egyptian-studies/8-egyptian-studies-12-3-wien.en.html","Humanities","German"
"General Linguistics: Theory of Grammar and Cognitive Linguistics","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/11-general-linguistics-theory-of-grammar-and-cognitive-linguistics-12-3-wien.en.html","Humanities","German"
"Slavonic Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/slavonic-studies/13-slavonic-studies-12-3-wien.en.html","Humanities","German"
"Ancient History and Studies in Classical Antiquity","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/ancient-history-and-classical-studies/16-ancient-history-and-studies-in-classical-antiquity-2-3-wien.en.html","Humanities","German"
"Ancient History and Studies in Classical Antiquity","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/ancient-history-and-classical-studies/17-ancient-history-and-studies-in-classical-antiquity-12-3-wien.en.html","Humanities","German"
"Ancient History and Classical Antiquity","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/ancient-history-and-classical-studies/18-ancient-history-and-classical-antiquity-2-3-graz.en.html","Humanities","German"
"Ancient History and Classical Antiquity","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/ancient-history-and-classical-studies/19-ancient-history-and-classical-antiquity-12-3-graz.en.html","Humanities","German"
"Ancient History and Classical Studies","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/ancient-history-and-classical-studies/20-ancient-history-and-classical-studies-12-3-salzburg.en.html","Humanities","German"
"Classical Studies","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/26-classical-studies-2-3-salzburg.en.html","Humanities","German"
"Ancient Oriental Philology and Oriental Archaeology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/oriental-studies/27-ancient-oriental-philology-and-oriental-archaeology-12-3-wien.en.html","Humanities","German"
"Applied Ethics","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/philosophy/31-applied-ethics-12-3-graz.en.html","Humanities","German"
"Applied Cultural Studies","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/applied-cultural-sciences/37-applied-cultural-studies-2-3-klagenfurt.en.html","Humanities","German"
"Applied Cultural Analysis and Transcultural Studies","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/applied-cultural-sciences/38-applied-cultural-analysis-and-transcultural-studies-12-3-klagenfurt.en.html","Humanities","German"
"Applied Linguistics","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/linguistics/39-applied-linguistics-12-3-wien.en.html","Humanities","German"
"English and American Studies","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/45-english-and-american-studies-2-3-innsbruck.en.html","Humanities","German"
"English and American Studies","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/46-english-and-american-studies-e-12-3-innsbruck.en.html","Humanities","English"
"Worlds of English","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/47-worlds-of-english-2-3-klagenfurt.en.html","Humanities","German"
"Worlds of English","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/48-worlds-of-english-12-3-klagenfurt.en.html","Humanities","German"
"English and American Studies","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/49-english-and-american-studies-2-3-graz.en.html","Humanities","German"
"English and American Studies","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/50-english-and-american-studies-2-3-salzburg.en.html","Humanities","German"
"English and American Studies","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/52-english-and-american-studies-12-3-graz.en.html","Humanities","German"
"Anglophone Literatures and Cultures","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/53-anglophone-literatures-and-cultures-e-12-3-wien.en.html","Humanities","English"
"Arab World Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/oriental-studies/57-arab-world-studies-12-3-wien.en.html","Humanities","German"
"Archaeological Studies","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/archaeology/58-archaeological-studies-2-3-innsbruck.en.html","Humanities","German"
"Archaeological Studies","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/archaeology/59-archaeological-studies-12-3-innsbruck.en.html","Humanities","German"
"Education","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/104-education-2-3-wien.en.html","Humanities","German"
"Education","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/105-education-12-3-wien.en.html","Humanities","German"
"Slavic Languages, Literary and Cultural Studies","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/slavonic-studies/135-slavic-languages-literary-and-cultural-studies-12-3-graz.en.html","Humanities","German"
"Byzantine Studies and Modern Greek Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/byzantine-and-modern-greek-studies/149-byzantine-studies-and-modern-greek-studies-2-3-wien.en.html","Humanities","German"
"Byzantine Studies and Modern Greek Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/byzantine-and-modern-greek-studies/150-byzantine-studies-and-modern-greek-studies-12-3-wien.en.html","Humanities","German"
"Classica et Orientalia","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/classica-et-orientalia/167-classica-et-orientalia-2-3-innsbruck.en.html","Humanities","German"
"CREOLE – Cultural Differences and Transnational Processes","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/applied-cultural-sciences/175-creole-cultural-differences-and-transnational-processes-12-3-wien.en.html","Humanities","German"
"Literature and Cultural Studies","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/humanities/doctoral-programmes/192-literature-and-cultural-studies-4-3-innsbruck.en.html","Humanities","German"
"Philosophy","Universität Klagenfurt","PhD","Klagenfurt","https://www.studienwahl.at/studies/humanities/doctoral-programmes/218-philosophy-4-3-klagenfurt.en.html","Humanities","German"
"Philosophy","Akademie der bildenden Künste Wien","PhD","Wien","https://www.studienwahl.at/studies/humanities/doctoral-programmes/220-philosophy-4-3-wien.en.html","Humanities","German"
"Humanities and Cultural Sciences","Universität Linz","PhD","Linz","https://www.studienwahl.at/studies/humanities/doctoral-programmes/227-humanities-and-cultural-sciences-4-3-linz.en.html","Humanities","German"
"Humanities and Cultural Studies, Philosophy and Education","Universität Wien","PhD","Wien","https://www.studienwahl.at/studies/humanities/doctoral-programmes/228-humanities-and-cultural-studies-philosophy-and-education-4-3-wien.en.html","Humanities","German"
"Linguistics and Media Studies","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/humanities/doctoral-programmes/240-linguistics-and-media-studies-4-3-innsbruck.en.html","Humanities","German"
"German as a Foreign and Second Language","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/262-german-as-a-foreign-and-second-language-12-3-wien.en.html","Humanities","German"
"German Philology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/264-german-philology-2-3-wien.en.html","Humanities","German"
"German Philology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/265-german-philology-12-3-wien.en.html","Humanities","German"
"Educational Sciences","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/humanities/phd/295-educational-sciences-4-3-innsbruck.en.html","Humanities","German"
"Humanities and Cultural Studies","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/humanities/phd/297-humanities-and-cultural-studies-4-3-innsbruck.en.html","Humanities","German"
"Political Science","Universität Innsbruck","PhD","Innsbruck","https://www.studienwahl.at/studies/humanities/doctoral-programmes/299-political-science-4-3-innsbruck.en.html","Humanities","German"
"Translation","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/translation-and-interpretation/300-translation-12-3-wien.en.html","Humanities","German"
"Translation and Dialogue Interpreting","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/translation-and-interpretation/301-translation-and-dialogue-interpreting-12-3-graz.en.html","Humanities","German"
"English and American Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/319-english-and-american-studies-e-2-3-wien.en.html","Humanities","English"
"English Language and Linguistics","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/320-english-language-and-linguistics-e-12-3-wien.en.html","Humanities","English"
"Adult Education and Vocational Education and Training","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/332-adult-education-and-vocational-education-and-training-12-3-klagenfurt.en.html","Humanities","German"
"Educational Sciences","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/333-educational-sciences-12-3-innsbruck.en.html","Humanities","German"
"Educational Science","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/334-educational-science-2-3-klagenfurt.en.html","Humanities","German"
"Educational Sciences","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/335-educational-sciences-2-3-innsbruck.en.html","Humanities","German"
"Educational Sciences","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/education/336-educational-sciences-12-3-salzburg.en.html","Humanities","German"
"European Ethnology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/european-ethnology/337-european-ethnology-2-3-wien.en.html","Humanities","German"
"European Ethnology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/european-ethnology/338-european-ethnology-12-3-wien.en.html","Humanities","German"
"European Ethnology","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/european-ethnology/339-european-ethnology-2-3-graz.en.html","Humanities","German"
"Empirical Cultural Analysis and Political Anthropology","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/european-ethnology/340-empirical-cultural-analysis-and-political-anthropology-12-3-graz.en.html","Humanities","German"
"European Ethnology","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/european-ethnology/341-european-ethnology-12-3-innsbruck.en.html","Humanities","German"
"Political Science","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/political-science/342-political-science-12-3-innsbruck.en.html","Humanities","German"
"European Union Studies","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/european-union-studies/348-european-union-studies-e-12-3-salzburg.en.html","Humanities","English"
"Hungarian and Finnish Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/finno-ugric-studies/359-hungarian-and-finnish-studies-2-3-wien.en.html","Humanities","German"
"Hungarian and Finno-Ugrian Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/finno-ugric-studies/364-hungarian-and-finno-ugrian-studies-12-3-wien.en.html","Humanities","German"
"French","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/369-french-2-3-innsbruck.en.html","Humanities","German"
"Romance Studies","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/370-romance-studies-12-3-innsbruck.en.html","Humanities","German"
"Gender Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/gender-studies/379-gender-studies-12-3-wien.en.html","Humanities","German"
"Gender, Culture and Social Change","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/gender-studies/381-gender-culture-and-social-change-12-3-innsbruck.en.html","Humanities","German"
"German Language and Literature","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/407-german-language-and-literature-2-3-graz.en.html","Humanities","German"
"German Language and Literature","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/408-german-language-and-literature-12-3-graz.en.html","Humanities","German"
"German Philology","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/409-german-philology-2-3-innsbruck.en.html","Humanities","German"
"German Philology","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/410-german-philology-12-3-innsbruck.en.html","Humanities","German"
"German Studies","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/411-german-studies-2-3-salzburg.en.html","Humanities","German"
"German Studies","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/412-german-studies-12-3-salzburg.en.html","Humanities","German"
"German Studies","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/413-german-studies-2-3-klagenfurt.en.html","Humanities","German"
"German Studies","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/414-german-studies-12-3-klagenfurt.en.html","Humanities","German"
"DDP German Studies in an Intercultural Context","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/german-philology/415-ddp-german-studies-in-an-intercultural-context-12-3-klagenfurt.en.html","Humanities","German"
"History","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/421-history-2-3-wien.en.html","Humanities","German"
"History","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/422-history-12-3-wien.en.html","Humanities","German"
"History","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/423-history-2-3-graz.en.html","Humanities","German"
"Historical Sciences","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/424-historical-sciences-12-3-graz.en.html","Humanities","German"
"History","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/425-history-2-3-innsbruck.en.html","Humanities","German"
"History","Universität Innsbruck","Master","Innsbruck","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/426-history-12-3-innsbruck.en.html","Humanities","German"
"History","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/427-history-2-3-salzburg.en.html","Humanities","German"
"History","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/428-history-12-3-salzburg.en.html","Humanities","German"
"History","Universität Klagenfurt","Bachelor","Klagenfurt","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/429-history-2-3-klagenfurt.en.html","Humanities","German"
"History","Universität Klagenfurt","Master","Klagenfurt","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/430-history-12-3-klagenfurt.en.html","Humanities","German"
"Master in Southeast European Studies","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/history/431-master-in-southeast-european-studies-e-12-3-graz.en.html","Humanities","English"
"Philosophy","Universität Graz","PhD","Graz","https://www.studienwahl.at/studies/humanities/doctoral-programmes/476-philosophy-4-3-graz.en.html","Humanities","German"
"PhD-in-Practice","Akademie der bildenden Künste Wien","PhD","Wien","https://www.studienwahl.at/studies/humanities/phd/479-phd-in-practice-e-4-3-wien.en.html","Humanities","English"
"Interdisciplinary Gender Studies","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/gender-studies/531-interdisciplinary-gender-studies-12-3-graz.en.html","Humanities","German"
"Development Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/global-studies/538-development-studies-12-3-wien.en.html","Humanities","German"
"Italian","Universität Innsbruck","Bachelor","Innsbruck","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/romance-studies/544-italian-2-3-innsbruck.en.html","Humanities","German"
"Japanese Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-non-european/japanese-studies/551-japanese-studies-2-3-wien.en.html","Humanities","German"
"Japanese Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/japanese-studies/552-japanese-studies-12-3-wien.en.html","Humanities","German"
"EJMP in English and American Studies","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/english-and-american-studies/559-ejmp-in-english-and-american-studies-e-12-3-graz.en.html","Humanities","English"
"Jewish Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/jewish-studies/560-jewish-studies-2-3-wien.en.html","Humanities","German"
"Jewish Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/jewish-studies/561-jewish-studies-12-3-wien.en.html","Humanities","German"
"Jewish Cultural History","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/jewish-studies/562-jewish-cultural-history-12-3-salzburg.en.html","Humanities","German"
"JMP Jewish Studies – History of Cultures of the Jews","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/jewish-studies/563-jmp-jewish-studies-history-of-cultures-of-the-jews-12-3-graz.en.html","Humanities","German"
"Classical Archaeology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/classical-archaeology/591-classical-archaeology-2-3-wien.en.html","Humanities","German"
"Classical Archaeology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/classical-archaeology/592-classical-archaeology-12-3-wien.en.html","Humanities","German"
"Archaeology","Universität Graz","Bachelor","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/classical-archaeology/593-archaeology-2-3-graz.en.html","Humanities","German"
"Archaeology","Universität Graz","Master","Graz","https://www.studienwahl.at/studies/humanities/historic-cultural-studies/classical-archaeology/594-archaeology-12-3-graz.en.html","Humanities","German"
"Classical Philology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/classical-philology/596-classical-philology-2-3-wien.en.html","Humanities","German"
"Classical Philology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-general-and-european/classical-philology/597-classical-philology-12-3-wien.en.html","Humanities","German"
"Communication Science","Universität Salzburg","Bachelor","Salzburg","https://www.studienwahl.at/studies/humanities/information/journalism-and-communication-studies/605-communication-science-2-3-salzburg.en.html","Humanities","German"
"Communication, Culture & Participation","Universität Salzburg","Master","Salzburg","https://www.studienwahl.at/studies/humanities/information/journalism-and-communication-studies/606-communication-culture-participation-12-3-salzburg.en.html","Humanities","German"
"Korean Studies","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-non-european/korean-studies/621-korean-studies-2-3-wien.en.html","Humanities","German"
"Korean Studies","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/languages-and-philological-cultural-studies-non-european/korean-studies/622-korean-studies-12-3-wien.en.html","Humanities","German"
"Cultural and Social Anthropology","Universität Wien","Bachelor","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/cultural-anthropology-and-social-anthropology-ethnology/624-cultural-and-social-anthropology-2-3-wien.en.html","Humanities","German"
"Cultural and Social Anthropology","Universität Wien","Master","Wien","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/cultural-anthropology-and-social-anthropology-ethnology/625-cultural-and-social-anthropology-12-3-wien.en.html","Humanities","German"
"Cultural Studies","Anton-Bruckner-Privatuniversität, Katholische Privat-Universität Linz, Kunstuniversität Linz, Universität Linz","Bachelor","Linz","https://www.studienwahl.at/studies/humanities/education-and-social-sciences/applied-cultural-sciences/628-cultural-studies-2-3-linz.en.html","Humanities","German"
