"Title","University","Degree","Duration","Tuition","Link","Language"
"Beauty Therapy","St. Ignatius of Loyola College","Bachelor's studies (college)",3,5200,"https://studyin.lt/programs/beauty-therapy-3/","English"
"Hospitality Management","St. Ignatius of Loyola College","Bachelor's studies (college)",3,5200,"https://studyin.lt/programs/hospitality-management-2/","English"
"Social Work","St. Ignatius of Loyola College","Bachelor's studies (college)",3,5200,"https://studyin.lt/programs/social-work-6/","English"
"Pastoral Care","St. Ignatius of Loyola College","Bachelor's studies (college)",3,5200,"https://studyin.lt/programs/pastoral-care/","English"
"Innovative Communication and Entrepreneurship","Vilnius University","Bachelor's studies (university)",4,3700,"https://studyin.lt/programs/innovative-communication-and-entrepreneurship/","English"
"Linguistics (Baltic Linguistics)","Vilnius University","Master‘s studies",2,4606,"https://studyin.lt/programs/linguistics-baltic-linguistics/","English"
"Economics","Kaunas University of Technology","Bachelor's studies (university)",4,3176,"https://studyin.lt/programs/economics-7/","English"
"Politics, Philosophy and Society","Kaunas University of Technology","Bachelor's studies (university)",4,3176,"https://studyin.lt/programs/politics-philosophy-and-society/","English"
"Social Innovations and Research","Kaunas University of Technology","Master‘s studies",2,4606,"https://studyin.lt/programs/social-innovations-and-research/","English"
"Innovation Management and Entrepreneurship","Kaunas University of Technology","Master‘s studies",2,4606,"https://studyin.lt/programs/innovation-management-and-entrepreneurship-2/","English"
"Design for Sustainable Future","Kaunas University of Technology","Master‘s studies",2,6634,"https://studyin.lt/programs/design-for-sustainable-future/","English"
"Mathematics","Kaunas University of Technology","Doctoral studies",4,0,"https://studyin.lt/programs/mathematics-2/","English"
"PhD in Environmental Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-environmental-engineering/","English"
"PhD in Transport Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-transport-engineering/","English"
"PhD in Materials Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-materials-engineering/","English"
"PhD in Civil Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-geotechnical-engineering/","English"
"PhD in Mechanical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-mechanical-engineering/","English"
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-communication-and-information/","English"
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-communication-and-information-2/","English"
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-communication-and-information-3/","English"
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-communication-and-information-4/","English"
"PhD in Communication and Information","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-communication-and-information-5/","English"
"PhD in History and Theory of Arts","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-history-and-theory-of-arts/","English"
"PhD in Mechanical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-mechanical-engineering-2/","English"
"PhD in Mechanical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-mechanical-engineering-3/","English"
"PhD in Environmental Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-environmental-engineering-2/","English"
"PhD in Environmental Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-environmental-engineering-3/","English"
"PhD in Management","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-management-2/","English"
"PhD in Management","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-management-3/","English"
"PhD in Management","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-management-4/","English"
"PhD in Economics","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-economics-2/","English"
"PhD in Economics","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-economics-3/","English"
"PhD in Electrical and Electronics Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Doctoral studies",4,12449,"https://studyin.lt/programs/phd-in-electrical-and-electronics-engineering/","English"
"Fashion Management","Kazimieras Simonavicius University (KSU)","Master‘s studies",1.5,4400,"https://studyin.lt/programs/fashion-management/","English"
"Contemporary Communication and Media","Kazimieras Simonavicius University (KSU)","Bachelor's studies (university)",3.5,3500,"https://studyin.lt/programs/contemporary-communication-and-media/","English"
"English for Specific Purposes and Interculturality","Mykolas Romeris University","Master‘s studies",2,4984,"https://studyin.lt/programs/english-for-specific-purposes-and-interculturality/","English"
"Cinema Industry Management","Kazimieras Simonavicius University (KSU)","Bachelor's studies (university)",3.5,3600,"https://studyin.lt/programs/cinema-industry-management/","English"
"Language and AI Management","Vilnius University","Bachelor's studies (university)",4,4000,"https://studyin.lt/programs/language-and-ai-management/","English"
"Economics and Management","Vilnius University","Bachelor's studies (university)",3.5,3600,"https://studyin.lt/programs/economics-and-management/","English"
"Customs Process Management (Online)","Vytautas Magnus University","Master‘s studies",1,4384,"https://studyin.lt/programs/customs-process-management-online/","English"
"Economics and Finance","Vilnius University","Bachelor's studies (university)",4,3666,"https://studyin.lt/programs/economics-and-finance-2/","English"
"Aquamatics","Vytautas Magnus University","Master‘s studies",2,5266,"https://studyin.lt/programs/aquamatics/","English"
"Sport Studies (in Kaunas)","Vytautas Magnus University","Bachelor's studies (university)",4,5204,"https://studyin.lt/programs/sport-studies-in-kaunas/","English"
"Strategic Management of Information Systems","Vilnius University","Master‘s studies",1.5,5460,"https://studyin.lt/programs/strategic-management-of-information-systems/","English"
"Photography (Kaunas)","Vilnius Academy of Arts","Master‘s studies",2,6985,"https://studyin.lt/programs/photography-kaunas/","English"
"Sculpture (Telšiai)","Vilnius Academy of Arts","Bachelor's studies (university)",4,5555,"https://studyin.lt/programs/sculpture-telsiai/","English"
"Artworks Restoration and Conservation (Telšiai)","Vilnius Academy of Arts","Bachelor's studies (university)",4,5555,"https://studyin.lt/programs/artworks-restoration-and-conservation-telsiai/","English"
"Graphic Design (Klaipėda)","Vilnius Academy of Arts","Bachelor's studies (university)",4,5555,"https://studyin.lt/programs/graphic-design-klaipeda/","English"
"Public Health Education","Klaipeda University","Master‘s studies",2,5538,"https://studyin.lt/programs/public-health-education/","English"
"Public Health","Klaipeda University","Bachelor's studies (university)",3,4108,"https://studyin.lt/programs/public-health-2/","English"
"Preparatory English Language Course B2","Mykolas Romeris University","Non-degree studies",0.5,1180,"https://studyin.lt/programs/preparatory-english-language-courses-b1/","English"
"Fashion Design","Kauno kolegija Higher Education Institution","Bachelor's studies (college)",3.5,4505,"https://studyin.lt/programs/fashion-design/","English"
"Oral hygiene","Kauno kolegija Higher Education Institution","Bachelor's studies (college)",3,3353,"https://studyin.lt/programs/oral-hygiene/","English"
"Sustainability and Future Societies","Vilnius University","Bachelor's studies (university)",4,3185,"https://studyin.lt/programs/sustainability-and-future-societies/","English"
"Bioinformatics","Vilnius University","Bachelor's studies (university)",4,4000,"https://studyin.lt/programs/bioinformatics/","English"
"Financial Data Analytics and Sustainable Finance (FINDATA)","Vilnius University","Master‘s studies",2,5998,"https://studyin.lt/programs/financial-data-analytics-and-sustainable-finance-findata/","English"
"Strategic Economics","Vilnius University","Bachelor's studies (university)",1.5,5460,"https://studyin.lt/programs/strategic-economics/","English"
"Italian Philology","Vilnius University","Bachelor's studies (university)",4,4050,"https://studyin.lt/programs/italian-philology/","English"
"Central and East European Languages and Cultures (Russian Studies)","Vilnius University","Bachelor's studies (university)",4,4050,"https://studyin.lt/programs/central-and-east-european-languages-and-cultures-russian-studies/","Russian"
"International Trade and Customs Logistics","SMK College of Applied Sciences","Bachelor's studies (college)",3,2450,"https://studyin.lt/programs/international-trade-and-customs-logistics/","English"
"Future Business and Artificial Intelligence","SMK College of Applied Sciences","Bachelor's studies (college)",3,2450,"https://studyin.lt/programs/future-business-and-artificial-intelligence/","English"
"Sustainable Business and Green Technologies","SMK College of Applied Sciences","Bachelor's studies (college)",3,2450,"https://studyin.lt/programs/sustainable-business-and-green-technologies/","English"
"Restoration of Art and Interior Heritage (Vilnius)","Vilnius Academy of Arts","Master‘s studies",2,6985,"https://studyin.lt/programs/restoration-of-art-and-interior-heritage/","English"
"Business Building and Management","SMK College of Applied Sciences","Bachelor's studies (college)",3,2450,"https://studyin.lt/programs/business-building-and-management/","English"
"Design (Vilnius)","Vilnius Academy of Arts","Bachelor's studies (university)",4,5555,"https://studyin.lt/programs/design-vilnius-2/","English"
"Graphic Art (Vilnius)","Vilnius Academy of Arts","Bachelor's studies (university)",4,5555,"https://studyin.lt/programs/graphic-art-vilnius/","English"
"Animation (Vilnius)","Vilnius Academy of Arts","Master‘s studies",2,6985,"https://studyin.lt/programs/animation-vilnius-2/","English"
"Illustration and Contexts (Kaunas)","Vilnius Academy of Arts","Master‘s studies",2,6985,"https://studyin.lt/programs/illustration-and-contexts-kaunas/","English"
"Computer Science","European Humanities University","Bachelor's studies (university)",3.5,1800,"https://studyin.lt/programs/computer-science/","English"
"Data Science and Artificial Intelligence","Kaunas University of Technology","Master‘s studies",1.5,5538,"https://studyin.lt/programs/data-science-and-artificial-intelligence/","English"
"Aviation Management","Kazimieras Simonavicius University (KSU)","Master‘s studies",1.5,7400,"https://studyin.lt/programs/masters-aviation-management/","English"
"PhD Position Opportunity in the science field of Civil Engineering","Kaunas University of Technology","Doctoral studies",4,0,"https://studyin.lt/programs/phd-position-opportunity-in-the-science-field-of-civil-engineering/","English"
"Business Sustainability Management","ISM University of Management and Economics","Master‘s studies",1.5,4300,"https://studyin.lt/programs/business-sustainability-management-2/","English"
"Economics and Data Analytics","ISM University of Management and Economics","Bachelor's studies (university)",3.5,3190,"https://studyin.lt/programs/economics-and-data-analytics/","English"
"Innovation and Technology Management","ISM University of Management and Economics","Master‘s studies",1.5,4300,"https://studyin.lt/programs/innovation-and-technology-management-2/","English"
"Business Management and Marketing","ISM University of Management and Economics","Bachelor's studies (university)",3.5,3190,"https://studyin.lt/programs/business-management-and-marketing-2/","English"
"Engineering Physics","Kaunas University of Technology","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/engineering-physics/","English"
"Communication and Information Sciences (PhD)","Vilnius University","Doctoral studies",4,11837,"https://studyin.lt/programs/communication-and-information-sciences/","English"
"Industrial Biotechnology","Kaunas University of Technology","Bachelor's studies (university)",4,0,"https://studyin.lt/programs/industrial-biotechnology-2/","English"
"Biomedical Materials Industries","Kaunas University of Technology","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/biomedical-materials-industries/","English"
"Applied Chemistry","Kaunas University of Technology","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/applied-chemistry-2/","English"
"Industrial Engineering","Kaunas University of Technology","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/industrial-engineering/","English"
"Lithuanian Studies","Vilnius University","Bachelor's studies (university)",4,0,"https://studyin.lt/programs/lithuanian-studies/","English"
"Automation and Electrical Engineering","Šiaulių valstybinė kolegija / Higher Education Institution","Bachelor's studies (college)",3,3300,"https://studyin.lt/programs/automation-and-electrical-engineering/","English"
"Languages and Cultures of the Nordic and Baltic Sea Region","Vilnius University","Master‘s studies",2,0,"https://studyin.lt/programs/languages-and-cultures-of-the-nordic-and-baltic-sea-region/","English"
"Pedagogy of Primary Education and Early Foreign Language Teaching (in Vilnius)","Vytautas Magnus University","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/pedagogy-of-primary-education-and-early-foreign-language-teaching-in-vilnius/","English"
"Ecology and Climate Change","Vytautas Magnus University","Master‘s studies",2,5266,"https://studyin.lt/programs/ecology-and-climate-change/","English"
"Hydraulic Engineering","Vytautas Magnus University","Master‘s studies",2,5266,"https://studyin.lt/programs/hydraulic-engineering-2/","English"
"Agronomy","Vytautas Magnus University","Master‘s studies",2,5266,"https://studyin.lt/programs/agronomy-2/","English"
"Sustainable Engineering","Vytautas Magnus University","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/sustainable-engineering/","English"
"Social Work: specialisation Social Work in the Context of Global Crises","Vytautas Magnus University","Master‘s studies",2,4384,"https://studyin.lt/programs/social-work-specialisation-social-work-in-the-context-of-global-crises/","English"
"International Cybersecurity and Cyberintelligence (The Arqus Joint MA Programme)","Vilnius University","Master‘s studies",2,3700,"https://studyin.lt/programs/international-cybersecurity-and-cyberintelligence-the-arqus-joint-ma-programme/","English"
"Art Management","Vilnius University","Master‘s studies",1.5,4900,"https://studyin.lt/programs/art-management/","English"
"Marketing Technologies","Vilnius University","Bachelor's studies (university)",3.5,4900,"https://studyin.lt/programs/marketing-technologies-2/","English"
"Nursing","Vilnius University","Bachelor's studies (university)",4,5000,"https://studyin.lt/programs/nursing-3/","English"
"General Practice Nursing","Kauno kolegija Higher Education Institution","Bachelor's studies (college)",3.5,2951,"https://studyin.lt/programs/general-practice-nursing-6/","English"
"Software systems","Kauno kolegija Higher Education Institution","Bachelor's studies (college)",3.5,2951,"https://studyin.lt/programs/software-systems/","English"
"PhD in Psychology","Mykolas Romeris University","Doctoral studies",4,4915,"https://studyin.lt/programs/phd-in-psychology/","English"
"PhD in Law","Mykolas Romeris University","Doctoral studies",4,4915,"https://studyin.lt/programs/phd-in-law/","English"
"PhD in Management","Mykolas Romeris University","Doctoral studies",4,4915,"https://studyin.lt/programs/phd-in-management/","English"
"PhD in Economics","Mykolas Romeris University","Doctoral studies",4,4915,"https://studyin.lt/programs/phd-in-economics/","English"
"PhD in Education Science","Mykolas Romeris University","Doctoral studies",4,4915,"https://studyin.lt/programs/phd-in-education-science/","English"
"Spanish Philology","Vilnius University","Bachelor's studies (university)",4,4050,"https://studyin.lt/programs/spanish-philology/","English"
"MBA Entrepreneurship & Innovation","Vilnius University","MBA",1,14000,"https://studyin.lt/programs/mba-entrepreneurship-innovation/","English"
"GOvernance and Administration of Leisure and sports","Mykolas Romeris University","Master‘s studies",2,4000,"https://studyin.lt/programs/governance-and-administration-of-leisure-and-sports/","English"
"Project Management","Mykolas Romeris University","Master‘s studies",1.5,4606,"https://studyin.lt/programs/project-management/","English"
"Digital Media Design","Mykolas Romeris University","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/digital-media-design/","English"
"Mathematics of Modern Technologies","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/mathematics-of-modern-technologies/","English"
"Architecture","Kaunas University of Technology","Doctoral studies",4,0,"https://studyin.lt/programs/architecture-3/","English"
"Photography","Kauno kolegija Higher Education Institution","Bachelor's studies (college)",3,4505,"https://studyin.lt/programs/photography/","English"
"Fashion Innovation Technologies","Kaunas University of Technology","Master‘s studies",1.5,5538,"https://studyin.lt/programs/fashion-innovation-technologies/","English"
"Construction Management","Kaunas University of Technology","Master‘s studies",1.5,5538,"https://studyin.lt/programs/construction-management/","English"
"Medicinal Chemistry","Kaunas University of Technology","Master‘s studies",2,5538,"https://studyin.lt/programs/medicinal-chemistry/","English"
"Fashion Engineering","Kaunas University of Technology","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/fashion-engineering/","English"
"Transport Electronics","Kaunas University of Technology","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/transport-electronics/","English"
"Electrical Engineering","Kaunas University of Technology","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/electrical-engineering-2/","English"
"Automation and Control","Kaunas University of Technology","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/automation-and-control/","English"
"Design","SMK College of Applied Sciences","Bachelor's studies (college)",3,2580,"https://studyin.lt/programs/design-3/","English"
"Photonics and Nanotechnology","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/photonics-and-nanotechnology/","English"
"Educational Management","Vytautas Magnus University","Master‘s studies",2,5266,"https://studyin.lt/programs/educational-management/","English"
"Music Production","Vytautas Magnus University","Bachelor's studies (university)",3.5,8457,"https://studyin.lt/programs/music-production/","English"
"Accounting and Finance / Учет и Финансы (in Russian/English)","Vytautas Magnus University","Bachelor's studies (university)",4,2954,"https://studyin.lt/programs/accounting-and-finance-%d1%83%d1%87%d0%b5%d1%82-%d0%b8-%d1%84%d0%b8%d0%bd%d0%b0%d0%bd%d1%81%d1%8b/","Russian"
"Logistics and Commerce","Vytautas Magnus University","Bachelor's studies (university)",3.5,2954,"https://studyin.lt/programs/logistics-and-commerce/","English"
"Business Logistics","Vytautas Magnus University","Master‘s studies",1.5,4384,"https://studyin.lt/programs/business-logistics/","English"
"Online Courses: Research Methodology","Lithuania Business University of Applied Sciences","Non-degree studies",NA,2000,"https://studyin.lt/programs/online-courses-research-methodology/","English"
"Online Courses: Communication Psychology","Lithuania Business University of Applied Sciences","Non-degree studies",NA,1000,"https://studyin.lt/programs/online-courses-communication-psychology/","English"
"Online Courses: Course of Information Technologies","Lithuania Business University of Applied Sciences","Non-degree studies",NA,2000,"https://studyin.lt/programs/online-courses-course-of-information-technologies/","English"
"Online Courses: Modern Economic Theories (part I)","Lithuania Business University of Applied Sciences","Non-degree studies",NA,1000,"https://studyin.lt/programs/online-courses-modern-economic-theories-course-of-information-technologies-communication-psychology-applied-philosophy-research-methodology/","English"
"Central and East European Languages and Cultures (Polish Studies)","Vilnius University","Bachelor's studies (university)",4,4050,"https://studyin.lt/programs/polish-studies/","English"
"DeepTech Entrepreneurship","Vilnius University","Master‘s studies",1.5,5980,"https://studyin.lt/programs/deeptech-entrepreneurship/","English"
"International Project Management","Vilnius University","Master‘s studies",1.5,5980,"https://studyin.lt/programs/international-project-management/","English"
"Digital Marketing","Vilnius University","Master‘s studies",1.5,5980,"https://studyin.lt/programs/digital-marketing/","English"
"Global Business and Economics","Vilnius University","Master‘s studies",2,5460,"https://studyin.lt/programs/global-business-and-economics/","English"
"Marketing and Integrated Communication","Vilnius University","Master‘s studies",1.5,5460,"https://studyin.lt/programs/marketing-and-integrated-communication/","English"
"International Business Management","Vilnius University","Master‘s studies",2,4900,"https://studyin.lt/programs/international-business-management/","English"
"Finance and Banking","Vilnius University","Master‘s studies",1.5,5460,"https://studyin.lt/programs/finance-and-banking/","English"
"Data Science","Vilnius University","Master‘s studies",1.5,5500,"https://studyin.lt/programs/data-science/","English"
"International Communication","Vilnius University","Master‘s studies",1.5,4700,"https://studyin.lt/programs/international-communication/","English"
"International and European Law","Vilnius University","Master‘s studies",1.5,4500,"https://studyin.lt/programs/international-and-european-law/","English"
"Eastern European and Russian Studies","Vilnius University","Master‘s studies",1.5,4295,"https://studyin.lt/programs/eastern-european-and-russian-studies/","Russian"
"English Studies (Media Discourse)","Vilnius University","Master‘s studies",2,5500,"https://studyin.lt/programs/english-studies-media-linguistics/","English"
"English Studies (Literature, Linguistics, Culture)","Vilnius University","Master‘s studies",2,5500,"https://studyin.lt/programs/english-studies-literature-linguistics-culture/","English"
"English Studies (Linguistics)","Vilnius University","Master‘s studies",2,5500,"https://studyin.lt/programs/english-studies-linguistics/","English"
"Informatics","Vilnius University","Master‘s studies",2,5500,"https://studyin.lt/programs/informatics-4/","English"
"Software Engineering","Vilnius University","Master‘s studies",2,5500,"https://studyin.lt/programs/software-engineering-3/","English"
"Financial and Actuarial Mathematics","Vilnius University","Master‘s studies",1.5,5500,"https://studyin.lt/programs/financial-and-actuarial-mathematics/","English"
"Mathematics","Vilnius University","Master‘s studies",2,5500,"https://studyin.lt/programs/mathematics/","English"
"Computer Modelling","Vilnius University","Master‘s studies",1.5,5500,"https://studyin.lt/programs/computer-modelling/","English"
"Chemical Physics","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/chemical-physics/","English"
"Electronics and Telecommunication Technologies","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/electronics-and-telecommunication-technologies/","English"
"Theoretical Physics and Astrophysics","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/theoretical-physics-and-astrophysics/","English"
"Geology","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/geology-2/","English"
"Nanochemistry and Entrepreneurship","Vilnius University","Master‘s studies",NA,5266,"https://studyin.lt/programs/nanochemistry-and-entrepreneurship/","English"
"Pharmaceutical Chemistry","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/pharmaceutical-chemistry/","English"
"Systems Biology","Vilnius University","Master‘s studies",2,5538,"https://studyin.lt/programs/systems-biology/","English"
"Biochemistry","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/biochemistry/","English"
"Biophysics","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/biophysics/","English"
"Molecular Biotechnology","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/molecular-biotechnology/","English"
"Genetics","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/genetics/","English"
"Molecular Biology","Vilnius University","Master‘s studies",1.5,5266,"https://studyin.lt/programs/molecular-biology/","English"
"Neurobiology","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/neurobiology/","English"
"Social Work","Vilnius University","Master‘s studies",1.5,4384,"https://studyin.lt/programs/social-work-5/","English"
"Natural Systems Management","Vilnius University","Master‘s studies",2,5266,"https://studyin.lt/programs/natural-systems-management/","English"
"Medicine","Vilnius University","Integrated studies",6,13000,"https://studyin.lt/programs/medicine/","English"
"Dentistry","Vilnius University","Integrated studies",5,14000,"https://studyin.lt/programs/dentistry/","English"
"Information Systems and Cyber Security","Vilnius University","Bachelor's studies (university)",3.5,4900,"https://studyin.lt/programs/information-systems-and-cyber-security/","English"
"Software Engineering","Vilnius University","Bachelor's studies (university)",3.5,3836,"https://studyin.lt/programs/software-engineering-2/","English"
"Economics and Investment","Vilnius University","Bachelor's studies (university)",3.5,2954,"https://studyin.lt/programs/economics-4/","English"
"German Philology","Vilnius University","Bachelor's studies (university)",4,4050,"https://studyin.lt/programs/german-philology/","German"
"English Philology","Vilnius University","Bachelor's studies (university)",4,4050,"https://studyin.lt/programs/english-philology-2/","English"
"Light Engineering (Lasers)","Vilnius University","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/light-engineering/","English"
"Quantitative Economics","Vilnius University","Bachelor's studies (university)",3,3660,"https://studyin.lt/programs/quantitative-economics/","English"
"Management","Vilnius University","Bachelor's studies (university)",4,3660,"https://studyin.lt/programs/management-3/","English"
"Accounting and Audit","Vilnius University","Bachelor's studies (university)",4,3660,"https://studyin.lt/programs/accounting-and-audit/","English"
"Global Marketing","Vilnius University","Bachelor's studies (university)",3.5,3660,"https://studyin.lt/programs/global-marketing/","English"
"International Business","Vilnius University","Bachelor's studies (university)",3.5,3980,"https://studyin.lt/programs/international-business-4/","English"
"Aesthetic Cosmetology","SMK College of Applied Sciences","Bachelor's studies (college)",3,2950,"https://studyin.lt/programs/aesthetic-cosmetology/","English"
"Law and Global Security","Mykolas Romeris University","Bachelor's studies (university)",3.5,3176,"https://studyin.lt/programs/law-and-global-security/","English"
"Construction / Строительство","Šiaulių valstybinė kolegija / Higher Education Institution","Bachelor's studies (college)",3,3300,"https://studyin.lt/programs/construction-%d1%81%d1%82%d1%80%d0%be%d0%b8%d1%82%d0%b5%d0%bb%d1%8c%d1%81%d1%82%d0%b2%d0%be/","Russian"
"Digital Business","Vilnius Business College / Higher Education Institution","Bachelor's studies (college)",3,3100,"https://studyin.lt/programs/digital-business/","English"
"Sustainable Corporate Finance and Investments","Vilnius University","Master‘s studies",1.5,5980,"https://studyin.lt/programs/sustainable-corporate-finance-and-investments/","English"
"Human Resources Management","Vilnius University","Master‘s studies",1.5,5460,"https://studyin.lt/programs/human-resources-management/","English"
"Business Process Management","Vilnius University","Master‘s studies",1.5,5460,"https://studyin.lt/programs/business-process-management/","English"
"Business Leadership","Vilnius Gediminas Technical University (VILNIUS TECH)","Master‘s studies",1.5,4384,"https://studyin.lt/programs/business-leadership/","English"
"Nanobiotechnology","Vilnius Gediminas Technical University (VILNIUS TECH)","Master‘s studies",2,5266,"https://studyin.lt/programs/nanobiotechnology/","English"
"Transport Logistics","Vilnius Gediminas Technical University (VILNIUS TECH)","Master‘s studies",1.5,4384,"https://studyin.lt/programs/transport-logistics-2/","English"
"Marine Engineering","Lithuanian Maritime Academy","Bachelor's studies (college)",4,3120,"https://studyin.lt/programs/marine-power-plant-operation/","English"
"Multimedia Design","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/multimedia-design-2/","English"
"Medical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/biomechanics/","English"
"Information and Communication Technologies","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/information-and-communication-technologies/","English"
"Environmental Technology","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/environmental-protection-engineering/","English"
"Management of Organizations","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor's studies (college)",3,2600,"https://studyin.lt/programs/administration-of-institutions-and-companies/","English"
"Social Work","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor's studies (college)",3,2680,"https://studyin.lt/programs/social-work-2/","English"
"Sustainable and Energy Efficient Buildings","Kaunas University of Technology","Master‘s studies",1.5,5538,"https://studyin.lt/programs/sustainable-and-energy-efficient-buildings/","English"
"Dental Hygiene","Lithuanian University of Health Sciences","Bachelor's studies (university)",4,4108,"https://studyin.lt/programs/dental-hygiene-3/","English"
"Laboratory Medicine Biology","Lithuanian University of Health Sciences","Master‘s studies",2,6985,"https://studyin.lt/programs/laboratory-medicine-biology/","English"
"Multimedia and Internet Technologies","Vytautas Magnus University","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/11669/","English"
"Mathematics and its Application: Specialization Mathematics of Artificial Intelligence","Vytautas Magnus University","Bachelor's studies (university)",4,3836,"https://studyin.lt/programs/mathematics-and-its-application-specialization-artificial-intelligence-mathematics/","English"
"General Practice Nursing","SMK College of Applied Sciences","Bachelor's studies (college)",3.5,2950,"https://studyin.lt/programs/general-practice-nursing/","English"
"English and Another Foreign Language (German)","Vilnius University","Bachelor's studies (university)",4,3150,"https://studyin.lt/programs/english-and-another-foreign-language-german/","German"
"Gender Studies","European Humanities University","Master‘s studies",1.5,3500,"https://studyin.lt/programs/gender-studies/","English"
"Business Management and Startup Building","Mykolas Romeris University","Bachelor's studies (university)",3,3176,"https://studyin.lt/programs/start-ups-building-and-management/","English"
"Politics of Global Challenges","Vilnius University","Bachelor's studies (university)",4,2954,"https://studyin.lt/programs/politics-of-global-challenges/","English"
"Public Relations Management","Mykolas Romeris University","Master‘s studies",1.5,4606,"https://studyin.lt/programs/public-relations-management/","English"
"Global Leadership and Strategy","ISM University of Management and Economics","Master‘s studies",1.5,4300,"https://studyin.lt/programs/global-leadership-and-strategy/","English"
