"University","Programme","City","Study_Level","Study_Type","Study_Language","Price"
"ONDOKUZ MAYIS UNIVERSITY","BUSINESS ADMINISTRATION PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","RADIO, TELEVISION AND CINEMA PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","DENTISTRY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","BUSINESS ADMINISTRATION PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","RADIO, TELEVISION AND CINEMA PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","VISUAL COMMUNICATION DESIGN PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","DENTISTRY PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","DENTISTRY PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","72.819,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","BUSINESS ADMINISTRATION PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ECONOMICS PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ECONOMICS PR. (ENGLISH)","SAMSUN","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"SELCUK UNIVERSITY","ECONOMICS PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","INTERNATIONAL RELATIONS PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","BUSINESS ADMINISTRATION PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","ECONOMICS PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","BUSINESS ADMINISTRATION PR. (ENGLISH)","BURSA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","63.750,00  TL"
"BURSA ULUDAG UNIVERSITY","ECONOMETRICS PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","30.000,00  TL"
"BURSA ULUDAG UNIVERSITY","ECONOMICS PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","30.000,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","INTERNATIONAL TRADE AND LOGISTICS PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","INTERNATIONAL RELATIONS PR. (ENGLISH)","KONYA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"SELCUK UNIVERSITY","INTERNATIONAL TRADE AND FINANCE PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","LABOR ECONOMICS AND INDUSTRIAL RELATIONS PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","MANAGEMENT INFORMATION SYSTEMS PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","INTERNATIONAL RELATIONS PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","30.000,00  TL"
"BURSA ULUDAG UNIVERSITY","INTERNATIONAL RELATIONS PR. (ENGLISH)","BURSA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","63.750,00  TL"
"BURSA ULUDAG UNIVERSITY","LABOR ECONOMICS AND INDUSTRIAL RELATIONS PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","1.095,50  TL"
"ONDOKUZ MAYIS UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ART TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","BIOLOGY TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","POLITICAL SCIENCE AND PUBLIC ADMINISTRATION PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","PUBLIC FINANCE PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","SOCIAL SERVICES PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","ART TEACHING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","CLASSROOM TEACHING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","PUBLIC FINANCE PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","30.000,00  TL"
"BURSA ULUDAG UNIVERSITY","ART TEACHING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","1.545,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","CLASSROOM TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","EARLY CHILDHOOD EDUCATION - PRESCHOOL TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ELEMENTARY MATHEMATICS EDUCATION PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","CLASSROOM TEACHING PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","EARLY CHILDHOOD EDUCATION - PRESCHOOL TEACHING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","ELEMENTARY MATHEMATICS EDUCATION PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","CLASSROOM TEACHING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","COMPUTER EDUCATION AND INSTRUCTIONAL TECHNOLOGY PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","EARLY CHILDHOOD EDUCATION - PRESCHOOL TEACHING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","ELEMENTARY MATHEMATICS EDUCATION PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","ELEMENTARY MATHEMATICS EDUCATION PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ENGLISH LANGUAGE TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","FRENCH LANGUAGE TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","FRENCH LANGUAGE TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","GERMAN LANGUAGE TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","ENGLISH LANGUAGE TEACHING PR. (ENGLISH)","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"BURSA ULUDAG UNIVERSITY","ENGLISH LANGUAGE TEACHING PR. (ENGLISH)","BURSA","Bachelor's Level","NORMAL EDUCATION","ENGLISH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","FRENCH LANGUAGE TEACHING PR. (FRENCH)","BURSA","Bachelor's Level","NORMAL EDUCATION","FRENCH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","GERMAN LANGUAGE TEACHING PR. (GERMAN)","BURSA","Bachelor's Level","NORMAL EDUCATION","GERMAN","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","GERMAN LANGUAGE TEACHING PR. (GERMAN)","BURSA","Bachelor's Level","NORMAL EDUCATION","GERMAN",""
"ONDOKUZ MAYIS UNIVERSITY","GUIDANCE AND PSYCHOLOGICAL COUNSELING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","MATHEMATICS TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","MUSIC TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","PHYSICS TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","SCIENCE TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","GUIDANCE AND PSYCHOLOGICAL COUNSELING PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","GUIDANCE AND PSYCHOLOGICAL COUNSELING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","SCIENCE TEACHING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","GUIDANCE AND PSYCHOLOGICAL COUNSELING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","MUSIC TEACHING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","1.545,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","SCIENCE TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","SOCIAL STUDIES TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","SPECIAL EDUCATION TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","TURKISH LANGUAGE TEACHING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","TURKISH LANGUAGE TEACHING PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","SOCIAL STUDIES TEACHING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","TURKISH LANGUAGE TEACHING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","SOCIAL STUDIES TEACHING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","SPECIAL EDUCATION TEACHING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","TURKISH LANGUAGE TEACHING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","CHEMICAL ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","CIVIL ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","COMPUTER ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","CHEMICAL ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","CIVIL ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","COMPUTER ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","AUTOMOTIVE ENGINEERING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","39.702,00  TL"
"BURSA ULUDAG UNIVERSITY","CIVIL ENGINEERING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","39.702,00  TL"
"BURSA ULUDAG UNIVERSITY","CIVIL ENGINEERING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"ONDOKUZ MAYIS UNIVERSITY","ENVIRONMENTAL ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","FOOD ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","GEOMATICS ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","COMPUTER ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","ENVIRONMENTAL ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","GEOLOGICAL ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","ELECTRICAL-ELECTRONICS ENGINEERING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","39.702,00  TL"
"BURSA ULUDAG UNIVERSITY","ENVIRONMENTAL ENGINEERING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","39.702,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","INDUSTRIAL ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","MECHANICAL ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","METALLURGICAL AND MATERIALS ENGINEERING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)",""
"FIRAT UNIVERSITY","MECHANICAL ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","MECHATRONICS ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","METALLURGICAL AND MATERIALS ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","SOFTWARE ENGINEERING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","INDUSTRIAL ENGINEERING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","39.702,00  TL"
"BURSA ULUDAG UNIVERSITY","MECHANICAL ENGINEERING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","39.702,00  TL"
"BURSA ULUDAG UNIVERSITY","TEXTILE ENGINEERING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","ENGLISH (30%)","39.702,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","CERAMICS AND GLASS PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","GRAPHIC ARTS PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","GRAPHIC ARTS PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","FOOD ENGINEERING PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","MECHANICAL ENGINEERING PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","CARTOON AND ANIMATION PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","CERAMICS PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","GRAPHIC ARTS PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","ACTING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","49.977,00  TL"
"BURSA ULUDAG UNIVERSITY","DRAMATIC WRITING AND DRAMATURGY PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","49.977,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","INDUSTRIAL DESIGN PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","PAINTING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","INDUSTRIAL DESIGN PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","PAINTING PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","SCULPTURE PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","TRADITIONAL TURKISH ARTS PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","AUDIOLOGY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","ILLUMINATION-MINIATURE AND MARBLING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","PAINTING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","PAINTING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","49.977,00  TL"
"ONDOKUZ MAYIS UNIVERSITY","AUDIOLOGY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","CHILD DEVELOPMENT PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","HEALTH ADMINISTRATION PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","MIDWIFERY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","CHILD DEVELOPMENT PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","EMERGENCY AID AND DISASTER MANAGEMENT PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","HEALTH ADMINISTRATION PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","MIDWIFERY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","MIDWIFERY PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","NURSING PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","NURSING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","NUTRITION AND DIETETICS PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ORTHOTICS AND PROSTHETICS PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","PHYSIOTHERAPY AND REHABILITATION PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","NUTRITION AND DIETETICS PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","PHYSIOTHERAPY AND REHABILITATION PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","NUTRITION AND DIETETICS PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","PHYSIOTHERAPY AND REHABILITATION PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","NURSING PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","26.667,00  TL"
"BURSA ULUDAG UNIVERSITY","NUTRITION AND DIETETICS PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","SOCIAL SERVICES PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","SPEECH AND LANGUAGE THERAPY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ARABIC TRANSLATION AND INTERPRETING PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","ARABIC (30%)",""
"ONDOKUZ MAYIS UNIVERSITY","ARCHAEOLOGY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ART HISTORY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","ENGLISH TRANSLATION AND INTERPRETATION PR. (ENGLISH)","SAMSUN","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"ONDOKUZ MAYIS UNIVERSITY","GEOGRAPHY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","HISTORY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","SOCIAL SERVICES PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"FIRAT UNIVERSITY","PHYSIOTHERAPY AND REHABILITATION PR.","ELAZIĞ","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","PHILOSOPHY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","PSYCHOLOGY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","SOCIOLOGY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"ONDOKUZ MAYIS UNIVERSITY","TURKISH LANGUAGE AND LITERATURE PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","LAW PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","ARABIC LANGUAGE AND LITERATURE PR. (ARABIC)","KONYA","Bachelor's Level","NORMAL EDUCATION","ARABIC",""
"SELCUK UNIVERSITY","ARABIC TRANSLATION AND INTERPRETING PR. (ARABIC)","KONYA","Bachelor's Level","NORMAL EDUCATION","ARABIC",""
"SELCUK UNIVERSITY","ARCHAEOLOGY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","ART HISTORY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"BURSA ULUDAG UNIVERSITY","LAW PR.","BURSA","Bachelor's Level","NORMAL EDUCATION","TURKISH","1.095,00  TL"
"SELCUK UNIVERSITY","COMPARATIVE LITERATURE PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","ENGLISH LANGUAGE AND LITERATURE PR. (ENGLISH)","KONYA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"SELCUK UNIVERSITY","ENGLISH TRANSLATION AND INTERPRETATION PR. (ENGLISH)","KONYA","Bachelor's Level","NORMAL EDUCATION","ENGLISH",""
"SELCUK UNIVERSITY","FRENCH LANGUAGE AND LITERATURE PR. (FRENCH)","KONYA","Bachelor's Level","NORMAL EDUCATION","FRENCH",""
"SELCUK UNIVERSITY","GERMAN LANGUAGE AND LITERATURE PR. (GERMAN)","KONYA","Bachelor's Level","NORMAL EDUCATION","GERMAN",""
"SELCUK UNIVERSITY","HISTORY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","PERSIAN LANGUAGE AND LITERATURE PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","PHILOSOPHY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","PSYCHOLOGY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","RUSSIAN LANGUAGE AND LITERATURE PR. (RUSSIAN)","KONYA","Bachelor's Level","NORMAL EDUCATION","RUSSIAN",""
"ONDOKUZ MAYIS UNIVERSITY","PHARMACY PR.","SAMSUN","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","SOCIOLOGY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","TURKISH LANGUAGE AND LITERATURE PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","URDU LANGUAGE AND LITERATURE PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","NURSING PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
"SELCUK UNIVERSITY","PHARMACY PR.","KONYA","Bachelor's Level","NORMAL EDUCATION","TURKISH",""
